unit_id,section_id,col_id,project_id,col_area,unit_name,strat_name_id,Mbr,Fm,Gp,SGp,t_age,b_age,max_thick,min_thick,outcrop,pbdb_collections,pbdb_occurrences
940,126,24,1,18076.32,Chimneyhill Subgroup,,,,,,426.7,446.15,61.0,0.0,both,0,0
1867,279,52,1,20334.869,Fusselman Limestone,3595.0,,Fusselman Limestone,,,426.7,440.5,92.0,0.0,both,0,0
9284,2342,337,1,43154.691,Interlake Fm,953.0,,Interlake,,,426.7,440.5,105.0,0.0,both,0,0
22167,6124,786,1,16276.36,Thornloe Fm and Wabi Fm,3230.0,,Thornloe,,,426.7,443.1,0.0,0.0,,0,0
34129,8448,1476,1,24527.201,Cloudy Fm,9560.0,,Cloudy,Upper Road River,,427.7334,447.525,400.0,400.0,,0,0
34801,8739,1506,1,41091.566,Allen Bay,3176.0,,Allen Bay,,,428.25,443.1,400.0,400.0,,0,0
9816,2475,346,1,26650.545,Interlake Fm,953.0,,Interlake,,,428.25,440.5,75.0,0.0,subsurface,0,0
11158,3009,422,1,12699.482,Tidal Fm,2092.0,,Tidal,,,428.25,441.975,3600.0,0.0,surface,0,0
37036,9499,1621,1,23038.117,Road River Fm,1749.0,,Road River,,,428.25,441.15,90.0,90.0,,0,0
8264,2070,307,1,11732.15,Shawangunk Fm,1879.0,,Shawangunk,,,428.25,443.1,495.0,0.0,surface,0,0
11186,3018,425,1,15178.011,Luck Creek Fm,,,,,,428.25,471.3,1000.0,0.0,surface,0,0
34885,8774,1512,1,44421.844,Allen Bay Fm,3176.0,,Allen Bay,,,428.25,441.15,520.0,520.0,,0,0
8356,2092,309,1,4577.862,Shawangunk Fm,1879.0,,Shawangunk,,,428.25,442.45,305.0,0.0,surface,0,0
5386,6328,810,1,3479.233,Massanutten Sandstone,3352.0,,Massanutten Sandstone,,,428.25,443.1,365.0,213.0,,0,0
1544,193,809,1,4063.666,Massanutten Sandstone,3352.0,,Massanutten Sandstone,,,428.25,442.45,240.0,170.0,,0,0
34128,8448,1476,1,24527.201,Maramot Fm,9559.0,,Maramot,,,428.25,458.2,500.0,250.0,,0,0
34999,8813,1519,1,42913.371,Ibbett Bay Fm,5367.0,,Ibbett Bay,,,428.25,456.925,300.0,190.0,,0,0
13697,3635,461,1,26235.342,Chellis Limestone,3525.0,,Chellis Limestone,,,428.25,443.1,600.0,0.0,surface,0,0
1883,289,53,1,12271.125,Fusselman Limestone,3595.0,,Fusselman Limestone,,,428.25,441.975,25.0,0.0,surface,0,0
1911,298,54,1,14957.047,Fusselman Limestone,3595.0,,Fusselman Limestone,,,428.25,442.45,168.0,0.0,both,0,0
38230,9896,1659,1,28002.219,Mount Kindle Fm,9596.0,,Mount Kindle,,,428.25,450.0,240.0,240.0,,0,0
38006,9796,1649,1,11848.225,Upper Road River Fm,1749.0,,Road River,,,428.25,475.2696,450.0,450.0,,0,0
11164,3011,423,1,21892.328,Point Augusta Fm,1617.0,,Point Augusta,,,428.25,441.975,1500.0,0.0,surface,0,0
7931,2042,302,1,9633.172,Shawangunk Fm,1879.0,,Shawangunk,,,428.25,443.1,495.0,0.0,surface,0,0
11214,3031,31,1,27548.84,Unnamed,,,,,,430.8334,442.45,64.0,23.0,,0,0
10139,2575,363,1,11291.753,Lanier Mountain Quartzite Mbr,2923.0,Lanier Mountain Quartzite,Snellville,,,431.35,440.85,40.0,0.0,surface,0,0
34787,8726,1504,1,144599.234,unnamed,,,,,,431.35,442.45,530.0,530.0,,0,0
9744,2453,344,1,30736.227,Interlake Fm,953.0,,Interlake,,,431.35,440.5,30.0,0.0,subsurface,0,0
37655,9669,1637,1,63908.941,Interlake Gp,8291.0,,,Interlake,,431.35,440.295,100.0,100.0,,33,183
37621,9655,1636,1,98309.352,Interlake Gp,8291.0,,,Interlake,,431.35,440.295,80.0,80.0,,0,0
2071,325,57,1,29008.318,Fusselman Limestone,3595.0,,Fusselman Limestone,,,431.35,443.1,137.0,91.0,,0,0
34268,8525,1483,1,18071.973,Mount Kindle,9596.0,,Mount Kindle,,,431.35,451.3,270.0,270.0,,0,0
34252,8520,1482,1,12812.175,Mount Kindle Fm,9596.0,,Mount Kindle,,,431.35,451.3,580.0,580.0,,0,0
9937,2511,350,1,5020.865,Chattahoochee Palisades Quartzite,4630.0,,Chattahoochee Palisades Quartzite,Sandy Springs,,431.35,443.1,150.0,0.0,surface,0,0
38431,9983,1669,1,21069.119,Mount Kindle Fm,9596.0,,Mount Kindle,,,431.35,450.0,270.0,270.0,,0,0
38249,9902,1660,1,32841.469,Mount Kindle Fm,9596.0,,Mount Kindle,,,431.35,450.0,250.0,250.0,,0,0
38355,9952,1665,1,10492.648,Whittaker Fm,6137.0,,Whittaker,Upper Road River,,431.35,449.5,300.0,300.0,,0,0
37051,9513,1622,1,12632.451,Road River Fm,1749.0,,Road River,,,431.35,440.9333,0.0,0.0,,0,0
38447,9989,1670,1,33680.551,Mount Kindle Fm,9596.0,,Mount Kindle,,,431.35,450.0,110.0,110.0,,0,0
34476,8617,1491,1,23519.533,Road River,9547.0,,,Road River,,431.35,441.4,0.0,0.0,,6,24
14501,3845,477,1,11327.024,Laketown Dolomite,3951.0,,Laketown Dolomite,,,431.35,443.1,400.0,0.0,surface,0,0
35936,9099,1579,1,19896.434,Pentamerus Bjerg Fm,9815.0,,Pentamerus Bjerg,Peary Land,,431.35,440.5,500.0,500.0,,1,14
37905,9757,1644,1,55009.594,Interlake Gp,8291.0,,,Interlake,,431.35,440.295,110.0,110.0,,0,0
