unit_id,section_id,col_id,project_id,col_area,unit_name,strat_name_id,Mbr,Fm,Gp,SGp,t_age,b_age,max_thick,min_thick,outcrop,pbdb_collections,pbdb_occurrences
1917,300,47,1,4248.86,Rockdale Run Fm,1758.0,,Rockdale Run,Beekmantown,,469.7787,478.5625,820.0,0.0,both,0,0
11937,3211,435,1,26387.043,Shakopee Dolomite,3992.0,,Shakopee Dolomite,Prairie du Chien,,469.7787,479.5375,762.0,107.0,subsurface,0,0
6057,1454,185,1,34919.023,Willow River Mbr of Shakopee Fm,7297.0,Willow River,Shakopee,Prairie du Chien,,469.7787,475.2696,74.0,0.0,both,2,23
36507,9336,1606,1,53109.895,St. George Gp,8011.0,,,St. George,,469.7787,486.85,300.0,0.0,,0,0
19002,5003,630,1,9710.221,Suspension Bridge,7962.0,,Suspension Bridge,St John,,469.7787,476.917,15.0,0.0,,0,0
34955,8798,1516,1,47945.43,Eleanor River Fm,5161.0,,Eleanor River,,,469.7787,478.075,300.0,300.0,,0,0
12013,3226,436,1,11759.33,Knox Dolomite,3949.0,,Knox Dolomite,,,469.7787,497.85,470.0,0.0,subsurface,0,0
12095,3239,437,1,15421.678,Knox Dolomite,3949.0,,Knox Dolomite,,,469.7787,497.85,510.0,225.0,subsurface,0,0
10776,2841,396,1,29079.834,Lower Mbr of Jones Ridge Limestone,3653.0,,Jones Ridge Limestone,,,469.7787,513.3166,1000.0,0.0,surface,0,0
2313,396,65,1,21309.078,Ellenburger Dolomite,3184.0,,Ellenburger Dolomite,,,469.7787,484.4125,200.0,0.0,subsurface,0,0
15245,4042,496,1,27994.848,Manitou Fm,1210.0,,Manitou,,,469.7787,484.4125,60.0,5.0,both,5,9
12182,3254,438,1,14293.066,Knox Dolomite,3949.0,,Knox Dolomite,,,469.7787,497.85,570.0,270.0,subsurface,0,0
15090,4010,492,1,37855.398,Arbuckle Gp,2367.0,,,Arbuckle,,469.7787,486.85,0.0,0.0,subsurface,0,0
5907,1388,172,1,23881.365,Deadwood Fm,503.0,,Deadwood,,,469.7787,499.95,75.0,0.0,subsurface,28,148
5910,1391,174,1,33812.805,Deadwood Fm,503.0,,Deadwood,,,469.7787,499.95,21.0,0.0,subsurface,1,2
10772,2841,396,1,29079.834,Hillard Limestone,3633.0,,Hillard Limestone,,,469.7787,502.7,165.0,30.0,surface,9,26
19043,5021,632,1,18433.596,Halifax,5299.0,,Halifax,Meguma,,469.7787,486.85,0.0,0.0,,0,0
5554,1305,158,1,23283.85,West Spring Creek Fm,2272.0,,West Spring Creek,Arbuckle,,469.7787,473.8054,470.0,0.0,,1,2
1333,175,39,1,8320.473,Beekmantown Fm of Knox Gp,7308.0,,Beekmantown,Knox,,469.7787,486.85,270.0,0.0,both,0,0
10286,2644,370,1,7488.587,Copake Fm,455.0,,Copake,Wappinger,,469.7787,475.0866,55.0,0.0,,0,0
17529,4538,544,1,23362.303,Unnamed,,,,,,469.7787,486.85,700.0,0.0,subsurface,0,0
11551,3106,432,1,42690.191,Shakopee Dolomite,3992.0,,Shakopee Dolomite,Prairie du Chien,,469.7787,478.7251,122.0,0.0,both,1,1
11723,3171,433,1,27448.68,Shakopee Dolomite,3992.0,,Shakopee Dolomite,Prairie du Chien,,469.7787,478.7251,244.0,85.0,both,0,0
1664,212,45,1,10998.371,Beekmantown Fm of Knox Gp,7308.0,,Beekmantown,Knox,,469.7787,481.975,400.0,0.0,subsurface,0,0
13399,3525,454,1,10349.959,Knox Gp,2525.0,,,Knox,,469.7787,497.85,975.0,0.0,subsurface,0,0
2486,444,69,1,27463.043,Ellenburger Dolomite,3184.0,,Ellenburger Dolomite,,,469.7787,493.575,130.0,0.0,subsurface,0,0
13393,3522,453,1,9610.474,Knox Dolomite,3949.0,,Knox Dolomite,,,469.7787,497.85,1216.0,881.0,subsurface,0,0
623,94,19,1,8705.258,Beekmantown Fm of Knox Gp,7308.0,,Beekmantown,Knox,,469.7787,486.85,450.0,210.0,subsurface,0,0
96,34,6,1,3863.196,Knox Gp,2525.0,,,Knox,,469.7787,493.575,1066.0,0.0,both,1,1
8592,2142,314,1,6315.527,Wappinger Gp,2696.0,,,Wappinger,,469.7787,538.8,945.0,238.0,surface,0,0
13306,3488,452,1,12938.724,Knox Dolomite,3949.0,,Knox Dolomite,,,469.7787,497.85,1216.0,851.0,subsurface,0,0
697,99,20,1,4162.582,Beekmantown Fm of Knox Gp,7308.0,,Beekmantown,Knox,,469.7787,486.85,360.0,225.0,subsurface,0,0
6108,1460,186,1,24422.51,Willow River Mbr of Shakopee Fm,7297.0,Willow River,Shakopee,Prairie du Chien,,469.7787,475.2696,25.0,10.0,both,0,0
18444,4755,588,1,30126.615,Wabana,6098.0,,Wabana,,,469.7787,475.2696,305.0,0.0,,2,40
6139,1466,188,1,23226.102,Prairie Du Chien Gp,2622.0,,,Prairie du Chien,,469.7787,486.85,75.0,0.0,both,0,0
10229,2619,368,1,4241.108,Sykesville Fm,2040.0,,Sykesville,,,469.7787,497.85,3000.0,0.0,surface,0,0
1339,176,40,1,5425.713,Beekmantown Fm of Knox Gp,7308.0,,Beekmantown,Knox,,469.7787,486.85,700.0,200.0,subsurface,0,0
1072,141,32,1,10739.39,Beekmantown Fm of Knox Gp,7308.0,,Beekmantown,Knox,,469.7787,486.85,300.0,250.0,subsurface,0,0
13300,3485,451,1,17712.855,Knox Dolomite,3949.0,,Knox Dolomite,,,469.7787,497.85,1216.0,1094.0,both,0,0
36485,9329,1605,1,27569.646,Romaine Fm,5846.0,,Romaine,,,469.7787,484.4125,365.0,365.0,,19,35
12951,3425,448,1,11902.06,Beekmantown Fm of Knox Gp,7308.0,,Beekmantown,Knox,,469.7787,486.85,450.0,240.0,subsurface,0,0
11777,3188,434,1,23312.965,Shakopee Dolomite,3992.0,,Shakopee Dolomite,Prairie du Chien,,469.7787,478.7251,762.0,107.0,subsurface,0,0
36433,9310,1602,1,6431.837,Beldens Fm,9890.0,,Beldens,Beekmantown,,469.7787,475.2696,45.0,0.0,,0,0
12929,3423,449,1,11210.104,Beekmantown Fm of Knox Gp,7308.0,,Beekmantown,Knox,,469.7787,486.85,420.0,165.0,subsurface,0,0
12904,3408,447,1,14594.294,Beekmantown Fm of Knox Gp,7308.0,,Beekmantown,Knox,,469.7787,486.85,480.0,300.0,subsurface,0,0
18953,4979,626,1,9598.241,Charlotte,7959.0,,,Charlotte,,469.7787,486.85,0.0,0.0,,0,0
18529,4781,592,1,3862.814,Unnamed,,,,,,469.7787,492.5,792.0,0.0,,0,0
7901,2037,302,1,9633.172,Rockdale Run Fm of Beekmantown Gp,1758.0,,Rockdale Run,Beekmantown,,470.2038,475.8797,757.0,606.0,surface,0,0
