experiment,variable,time_yr,value
SPIN,ocn_temp,0.5,10.030544
SPIN,ocn_temp,1.5,10.08471
SPIN,ocn_temp,2.5,10.129888
SPIN,ocn_temp,3.5,10.169254
SPIN,ocn_temp,4.5,10.204776
SPIN,ocn_temp,5.5,10.237223
SPIN,ocn_temp,6.5,10.267147
SPIN,ocn_temp,7.5,10.294941
SPIN,ocn_temp,8.5,10.320902
SPIN,ocn_temp,9.5,10.345251
SPIN,ocn_temp,10.5,10.368157
SPIN,ocn_temp,11.5,10.38977
SPIN,ocn_temp,12.5,10.410214
SPIN,ocn_temp,13.5,10.429602
SPIN,ocn_temp,14.5,10.448027
SPIN,ocn_temp,15.5,10.465573
SPIN,ocn_temp,16.5,10.482309
SPIN,ocn_temp,17.5,10.498295
SPIN,ocn_temp,18.5,10.513589
SPIN,ocn_temp,19.5,10.528237
SPIN,ocn_temp,21.5,10.555751
SPIN,ocn_temp,23.5,10.58112
SPIN,ocn_temp,25.5,10.604579
SPIN,ocn_temp,27.5,10.62632
SPIN,ocn_temp,29.5,10.646492
SPIN,ocn_temp,31.5,10.665249
SPIN,ocn_temp,33.5,10.682725
SPIN,ocn_temp,35.5,10.699056
SPIN,ocn_temp,37.5,10.714378
SPIN,ocn_temp,39.5,10.72885
SPIN,ocn_temp,41.5,10.742598
SPIN,ocn_temp,43.5,10.7557
SPIN,ocn_temp,45.5,10.768205
SPIN,ocn_temp,47.5,10.780144
SPIN,ocn_temp,49.5,10.791541
SPIN,ocn_temp,51.5,10.80242
SPIN,ocn_temp,53.5,10.81283
SPIN,ocn_temp,55.5,10.822795
SPIN,ocn_temp,57.5,10.832351
SPIN,ocn_temp,59.5,10.841534
SPIN,ocn_temp,61.5,10.850372
SPIN,ocn_temp,63.5,10.858848
SPIN,ocn_temp,65.5,10.866964
SPIN,ocn_temp,67.5,10.874744
SPIN,ocn_temp,69.5,10.88221
SPIN,ocn_temp,71.5,10.889378
SPIN,ocn_temp,73.5,10.896268
SPIN,ocn_temp,75.5,10.902898
SPIN,ocn_temp,77.5,10.909283
SPIN,ocn_temp,79.5,10.91544
SPIN,ocn_temp,81.5,10.921379
SPIN,ocn_temp,83.5,10.927111
SPIN,ocn_temp,85.5,10.932655
SPIN,ocn_temp,87.5,10.938016
SPIN,ocn_temp,89.5,10.943196
SPIN,ocn_temp,91.5,10.948206
SPIN,ocn_temp,93.5,10.953054
SPIN,ocn_temp,95.5,10.957747
SPIN,ocn_temp,97.5,10.962292
SPIN,ocn_temp,99.5,10.966698
SPIN,ocn_temp,104.5,10.977123
SPIN,ocn_temp,109.5,10.986755
SPIN,ocn_temp,114.5,10.995653
SPIN,ocn_temp,119.5,11.003863
SPIN,ocn_temp,124.5,11.011392
SPIN,ocn_temp,129.5,11.018332
SPIN,ocn_temp,134.5,11.024739
SPIN,ocn_temp,139.5,11.030658
SPIN,ocn_temp,144.5,11.03614
SPIN,ocn_temp,149.5,11.041212
SPIN,ocn_temp,154.5,11.045907
SPIN,ocn_temp,159.5,11.050257
SPIN,ocn_temp,164.5,11.054287
SPIN,ocn_temp,169.5,11.058021
SPIN,ocn_temp,174.5,11.061477
SPIN,ocn_temp,179.5,11.064677
SPIN,ocn_temp,184.5,11.067641
SPIN,ocn_temp,189.5,11.070386
SPIN,ocn_temp,194.5,11.072929
SPIN,ocn_temp,199.5,11.075284
SPIN,ocn_temp,204.5,11.07746
SPIN,ocn_temp,209.5,11.079476
SPIN,ocn_temp,214.5,11.081342
SPIN,ocn_temp,219.5,11.08307
SPIN,ocn_temp,224.5,11.084668
SPIN,ocn_temp,229.5,11.086143
SPIN,ocn_temp,234.5,11.087518
SPIN,ocn_temp,239.5,11.088794
SPIN,ocn_temp,244.5,11.089975
SPIN,ocn_temp,249.5,11.091067
SPIN,ocn_temp,254.5,11.092078
SPIN,ocn_temp,259.5,11.093011
SPIN,ocn_temp,264.5,11.093872
SPIN,ocn_temp,269.5,11.094669
SPIN,ocn_temp,274.5,11.095404
SPIN,ocn_temp,279.5,11.096085
SPIN,ocn_temp,284.5,11.096714
SPIN,ocn_temp,289.5,11.097295
SPIN,ocn_temp,294.5,11.097833
SPIN,ocn_temp,299.5,11.09833
SPIN,ocn_temp,304.5,11.098788
SPIN,ocn_temp,309.5,11.099208
SPIN,ocn_temp,314.5,11.099601
SPIN,ocn_temp,319.5,11.099965
SPIN,ocn_temp,324.5,11.1003
SPIN,ocn_temp,329.5,11.100612
SPIN,ocn_temp,334.5,11.100903
SPIN,ocn_temp,339.5,11.101173
SPIN,ocn_temp,344.5,11.101423
SPIN,ocn_temp,349.5,11.101655
SPIN,ocn_temp,354.5,11.101871
SPIN,ocn_temp,359.5,11.102071
SPIN,ocn_temp,364.5,11.102257
SPIN,ocn_temp,369.5,11.102432
SPIN,ocn_temp,374.5,11.102596
SPIN,ocn_temp,379.5,11.10275
SPIN,ocn_temp,384.5,11.102896
SPIN,ocn_temp,389.5,11.103033
SPIN,ocn_temp,394.5,11.103164
SPIN,ocn_temp,399.5,11.103288
SPIN,ocn_temp,404.5,11.103408
SPIN,ocn_temp,409.5,11.103522
SPIN,ocn_temp,414.5,11.103632
SPIN,ocn_temp,419.5,11.103739
SPIN,ocn_temp,424.5,11.103843
SPIN,ocn_temp,429.5,11.103944
SPIN,ocn_temp,434.5,11.104044
SPIN,ocn_temp,439.5,11.104143
SPIN,ocn_temp,444.5,11.10424
SPIN,ocn_temp,449.5,11.104338
SPIN,ocn_temp,454.5,11.104437
SPIN,ocn_temp,459.5,11.104536
SPIN,ocn_temp,464.5,11.104636
SPIN,ocn_temp,469.5,11.104736
SPIN,ocn_temp,474.5,11.104838
SPIN,ocn_temp,479.5,11.10494
SPIN,ocn_temp,484.5,11.105045
SPIN,ocn_temp,489.5,11.10515
SPIN,ocn_temp,494.5,11.105256
SPIN,ocn_temp,499.5,11.105364
SPIN,ocn_temp,504.5,11.105475
SPIN,ocn_temp,509.5,11.105588
SPIN,ocn_temp,514.5,11.105703
SPIN,ocn_temp,519.5,11.10582
SPIN,ocn_temp,524.5,11.105939
SPIN,ocn_temp,529.5,11.10606
SPIN,ocn_temp,534.5,11.106183
SPIN,ocn_temp,539.5,11.106309
SPIN,ocn_temp,544.5,11.106437
SPIN,ocn_temp,549.5,11.106568
SPIN,ocn_temp,554.5,11.106701
SPIN,ocn_temp,559.5,11.106837
SPIN,ocn_temp,564.5,11.106976
SPIN,ocn_temp,569.5,11.107117
SPIN,ocn_temp,574.5,11.107259
SPIN,ocn_temp,579.5,11.107404
SPIN,ocn_temp,584.5,11.107553
SPIN,ocn_temp,589.5,11.107705
SPIN,ocn_temp,594.5,11.107859
SPIN,ocn_temp,599.5,11.108016
SPIN,ocn_temp,604.5,11.108174
SPIN,ocn_temp,609.5,11.108333
SPIN,ocn_temp,614.5,11.108495
SPIN,ocn_temp,619.5,11.108659
SPIN,ocn_temp,624.5,11.108825
SPIN,ocn_temp,629.5,11.108994
SPIN,ocn_temp,634.5,11.109166
SPIN,ocn_temp,639.5,11.10934
SPIN,ocn_temp,644.5,11.109516
SPIN,ocn_temp,649.5,11.109694
SPIN,ocn_temp,654.5,11.109873
SPIN,ocn_temp,659.5,11.110055
SPIN,ocn_temp,664.5,11.110239
SPIN,ocn_temp,669.5,11.110425
SPIN,ocn_temp,674.5,11.110613
SPIN,ocn_temp,679.5,11.110802
SPIN,ocn_temp,684.5,11.110992
SPIN,ocn_temp,689.5,11.111184
SPIN,ocn_temp,694.5,11.111378
SPIN,ocn_temp,699.5,11.111572
SPIN,ocn_temp,704.5,11.111768
SPIN,ocn_temp,709.5,11.111966
SPIN,ocn_temp,714.5,11.112164
SPIN,ocn_temp,719.5,11.112364
SPIN,ocn_temp,724.5,11.112564
SPIN,ocn_temp,729.5,11.112766
SPIN,ocn_temp,734.5,11.112969
SPIN,ocn_temp,739.5,11.113173
SPIN,ocn_temp,744.5,11.113377
SPIN,ocn_temp,749.5,11.113582
SPIN,ocn_temp,754.5,11.113789
SPIN,ocn_temp,759.5,11.113996
SPIN,ocn_temp,764.5,11.114203
SPIN,ocn_temp,769.5,11.114412
SPIN,ocn_temp,774.5,11.114621
SPIN,ocn_temp,779.5,11.11483
SPIN,ocn_temp,784.5,11.115036
SPIN,ocn_temp,789.5,11.115236
SPIN,ocn_temp,794.5,11.115433
SPIN,ocn_temp,799.5,11.115631
SPIN,ocn_temp,804.5,11.115828
SPIN,ocn_temp,809.5,11.116025
SPIN,ocn_temp,814.5,11.116223
SPIN,ocn_temp,819.5,11.116422
SPIN,ocn_temp,824.5,11.11662
SPIN,ocn_temp,829.5,11.116819
SPIN,ocn_temp,834.5,11.117019
SPIN,ocn_temp,839.5,11.117219
SPIN,ocn_temp,844.5,11.11742
SPIN,ocn_temp,849.5,11.11762
SPIN,ocn_temp,854.5,11.117821
SPIN,ocn_temp,859.5,11.11802
SPIN,ocn_temp,864.5,11.118218
SPIN,ocn_temp,869.5,11.118416
SPIN,ocn_temp,874.5,11.118614
SPIN,ocn_temp,879.5,11.118812
SPIN,ocn_temp,884.5,11.119011
SPIN,ocn_temp,889.5,11.119209
SPIN,ocn_temp,894.5,11.119407
SPIN,ocn_temp,899.5,11.119605
SPIN,ocn_temp,904.5,11.119803
SPIN,ocn_temp,909.5,11.12
SPIN,ocn_temp,914.5,11.120197
SPIN,ocn_temp,919.5,11.120394
SPIN,ocn_temp,924.5,11.12059
SPIN,ocn_temp,929.5,11.120785
SPIN,ocn_temp,934.5,11.12098
SPIN,ocn_temp,939.5,11.121175
SPIN,ocn_temp,944.5,11.121368
SPIN,ocn_temp,949.5,11.121557
SPIN,ocn_temp,954.5,11.121742
SPIN,ocn_temp,959.5,11.121926
SPIN,ocn_temp,964.5,11.122109
SPIN,ocn_temp,969.5,11.122292
SPIN,ocn_temp,974.5,11.122474
SPIN,ocn_temp,979.5,11.122655
SPIN,ocn_temp,984.5,11.122835
SPIN,ocn_temp,989.5,11.123015
SPIN,ocn_temp,994.5,11.123195
SPIN,ocn_temp,999.5,11.123374
SPIN,ocn_temp,1019.5,11.124084
SPIN,ocn_temp,1039.5,11.124773
SPIN,ocn_temp,1059.5,11.125442
SPIN,ocn_temp,1079.5,11.126088
SPIN,ocn_temp,1099.5,11.126714
SPIN,ocn_temp,1119.5,11.127324
SPIN,ocn_temp,1139.5,11.127916
SPIN,ocn_temp,1159.5,11.128491
SPIN,ocn_temp,1179.5,11.129049
SPIN,ocn_temp,1199.5,11.129588
SPIN,ocn_temp,1219.5,11.130109
SPIN,ocn_temp,1239.5,11.130611
SPIN,ocn_temp,1259.5,11.131095
SPIN,ocn_temp,1279.5,11.13156
SPIN,ocn_temp,1299.5,11.132007
SPIN,ocn_temp,1319.5,11.132436
SPIN,ocn_temp,1339.5,11.132848
SPIN,ocn_temp,1359.5,11.133243
SPIN,ocn_temp,1379.5,11.133621
SPIN,ocn_temp,1399.5,11.133982
SPIN,ocn_temp,1419.5,11.134328
SPIN,ocn_temp,1439.5,11.134657
SPIN,ocn_temp,1459.5,11.134972
SPIN,ocn_temp,1479.5,11.135272
SPIN,ocn_temp,1499.5,11.135558
SPIN,ocn_temp,1519.5,11.13583
SPIN,ocn_temp,1539.5,11.136089
SPIN,ocn_temp,1559.5,11.136335
SPIN,ocn_temp,1579.5,11.136568
SPIN,ocn_temp,1599.5,11.136789
SPIN,ocn_temp,1619.5,11.136999
SPIN,ocn_temp,1639.5,11.137198
SPIN,ocn_temp,1659.5,11.137387
SPIN,ocn_temp,1679.5,11.137569
SPIN,ocn_temp,1699.5,11.137742
SPIN,ocn_temp,1719.5,11.137906
SPIN,ocn_temp,1739.5,11.138062
SPIN,ocn_temp,1759.5,11.138209
SPIN,ocn_temp,1779.5,11.138348
SPIN,ocn_temp,1799.5,11.13848
SPIN,ocn_temp,1819.5,11.138605
SPIN,ocn_temp,1839.5,11.138724
SPIN,ocn_temp,1859.5,11.138837
SPIN,ocn_temp,1879.5,11.138943
SPIN,ocn_temp,1899.5,11.139044
SPIN,ocn_temp,1919.5,11.139139
SPIN,ocn_temp,1939.5,11.139229
SPIN,ocn_temp,1959.5,11.139314
SPIN,ocn_temp,1979.5,11.139395
SPIN,ocn_temp,1999.5,11.139471
SPIN,ocn_temp,2049.5,11.139643
SPIN,ocn_temp,2099.5,11.139785
SPIN,ocn_temp,2149.5,11.13991
SPIN,ocn_temp,2199.5,11.14002
SPIN,ocn_temp,2249.5,11.140117
SPIN,ocn_temp,2299.5,11.140203
SPIN,ocn_temp,2349.5,11.14028
SPIN,ocn_temp,2399.5,11.140349
SPIN,ocn_temp,2449.5,11.140411
SPIN,ocn_temp,2499.5,11.140468
SPIN,ocn_temp,2549.5,11.140519
SPIN,ocn_temp,2599.5,11.140567
SPIN,ocn_temp,2649.5,11.140611
SPIN,ocn_temp,2699.5,11.140651
SPIN,ocn_temp,2749.5,11.14069
SPIN,ocn_temp,2799.5,11.140727
SPIN,ocn_temp,2849.5,11.140762
SPIN,ocn_temp,2899.5,11.140796
SPIN,ocn_temp,2949.5,11.140828
SPIN,ocn_temp,2999.5,11.140858
SPIN,ocn_temp,3049.5,11.140888
SPIN,ocn_temp,3099.5,11.140917
SPIN,ocn_temp,3149.5,11.140944
SPIN,ocn_temp,3199.5,11.140971
SPIN,ocn_temp,3249.5,11.140997
SPIN,ocn_temp,3299.5,11.141023
SPIN,ocn_temp,3349.5,11.141047
SPIN,ocn_temp,3399.5,11.141071
SPIN,ocn_temp,3449.5,11.141095
SPIN,ocn_temp,3499.5,11.141118
SPIN,ocn_temp,3549.5,11.14114
SPIN,ocn_temp,3599.5,11.141162
SPIN,ocn_temp,3649.5,11.141183
SPIN,ocn_temp,3699.5,11.141204
SPIN,ocn_temp,3749.5,11.141224
SPIN,ocn_temp,3799.5,11.141244
SPIN,ocn_temp,3849.5,11.141263
SPIN,ocn_temp,3899.5,11.141282
SPIN,ocn_temp,3949.5,11.1413
SPIN,ocn_temp,3999.5,11.141318
SPIN,ocn_temp,4049.5,11.141336
SPIN,ocn_temp,4099.5,11.141353
SPIN,ocn_temp,4149.5,11.14137
SPIN,ocn_temp,4199.5,11.141386
SPIN,ocn_temp,4249.5,11.141403
SPIN,ocn_temp,4299.5,11.141418
SPIN,ocn_temp,4349.5,11.141434
SPIN,ocn_temp,4399.5,11.141449
SPIN,ocn_temp,4449.5,11.141464
SPIN,ocn_temp,4499.5,11.141478
SPIN,ocn_temp,4549.5,11.141492
SPIN,ocn_temp,4599.5,11.141505
SPIN,ocn_temp,4649.5,11.141518
SPIN,ocn_temp,4699.5,11.141531
SPIN,ocn_temp,4749.5,11.141543
SPIN,ocn_temp,4799.5,11.141555
SPIN,ocn_temp,4849.5,11.141567
SPIN,ocn_temp,4899.5,11.141578
SPIN,ocn_temp,4949.5,11.141589
SPIN,ocn_temp,4999.5,11.1416
SPIN,ocn_temp,5049.5,11.141611
SPIN,ocn_temp,5099.5,11.141621
SPIN,ocn_temp,5149.5,11.14163
SPIN,ocn_temp,5199.5,11.14164
SPIN,ocn_temp,5249.5,11.141649
SPIN,ocn_temp,5299.5,11.141658
SPIN,ocn_temp,5349.5,11.141667
SPIN,ocn_temp,5399.5,11.141675
SPIN,ocn_temp,5449.5,11.141684
SPIN,ocn_temp,5499.5,11.141692
SPIN,ocn_temp,5549.5,11.1417
SPIN,ocn_temp,5599.5,11.141707
SPIN,ocn_temp,5649.5,11.141715
SPIN,ocn_temp,5699.5,11.141722
SPIN,ocn_temp,5749.5,11.141729
SPIN,ocn_temp,5799.5,11.141736
SPIN,ocn_temp,5849.5,11.141742
SPIN,ocn_temp,5899.5,11.141748
SPIN,ocn_temp,5949.5,11.141755
SPIN,ocn_temp,5999.5,11.141761
SPIN,ocn_temp,6049.5,11.141766
SPIN,ocn_temp,6099.5,11.141772
SPIN,ocn_temp,6149.5,11.141778
SPIN,ocn_temp,6199.5,11.141783
SPIN,ocn_temp,6249.5,11.141788
SPIN,ocn_temp,6299.5,11.141793
SPIN,ocn_temp,6349.5,11.141798
SPIN,ocn_temp,6399.5,11.141803
SPIN,ocn_temp,6449.5,11.141808
SPIN,ocn_temp,6499.5,11.141813
SPIN,ocn_temp,6549.5,11.141817
SPIN,ocn_temp,6599.5,11.141821
SPIN,ocn_temp,6649.5,11.141826
SPIN,ocn_temp,6699.5,11.14183
SPIN,ocn_temp,6749.5,11.141834
SPIN,ocn_temp,6799.5,11.141838
SPIN,ocn_temp,6849.5,11.141841
SPIN,ocn_temp,6899.5,11.141845
SPIN,ocn_temp,6949.5,11.141848
SPIN,ocn_temp,6999.5,11.141852
SPIN,ocn_temp,7049.5,11.141855
SPIN,ocn_temp,7099.5,11.141859
SPIN,ocn_temp,7149.5,11.141862
SPIN,ocn_temp,7199.5,11.141865
SPIN,ocn_temp,7249.5,11.141868
SPIN,ocn_temp,7299.5,11.141871
SPIN,ocn_temp,7349.5,11.141874
SPIN,ocn_temp,7399.5,11.141877
SPIN,ocn_temp,7449.5,11.141879
SPIN,ocn_temp,7499.5,11.141882
SPIN,ocn_temp,7549.5,11.141884
SPIN,ocn_temp,7599.5,11.141887
SPIN,ocn_temp,7649.5,11.141889
SPIN,ocn_temp,7699.5,11.141891
SPIN,ocn_temp,7749.5,11.141893
SPIN,ocn_temp,7799.5,11.141896
SPIN,ocn_temp,7849.5,11.141898
SPIN,ocn_temp,7899.5,11.1419
SPIN,ocn_temp,7949.5,11.141902
SPIN,ocn_temp,7999.5,11.141904
SPIN,ocn_temp,8049.5,11.141906
SPIN,ocn_temp,8099.5,11.141908
SPIN,ocn_temp,8149.5,11.141909
SPIN,ocn_temp,8199.5,11.141911
SPIN,ocn_temp,8249.5,11.141913
SPIN,ocn_temp,8299.5,11.141914
SPIN,ocn_temp,8349.5,11.141916
SPIN,ocn_temp,8399.5,11.141918
SPIN,ocn_temp,8449.5,11.141919
SPIN,ocn_temp,8499.5,11.141921
SPIN,ocn_temp,8549.5,11.141922
SPIN,ocn_temp,8599.5,11.141923
SPIN,ocn_temp,8649.5,11.141925
SPIN,ocn_temp,8699.5,11.141926
SPIN,ocn_temp,8749.5,11.141927
SPIN,ocn_temp,8799.5,11.141928
SPIN,ocn_temp,8849.5,11.141929
SPIN,ocn_temp,8899.5,11.14193
SPIN,ocn_temp,8949.5,11.141932
SPIN,ocn_temp,8999.5,11.141933
SPIN,ocn_temp,9049.5,11.141934
SPIN,ocn_temp,9099.5,11.141935
SPIN,ocn_temp,9149.5,11.141936
SPIN,ocn_temp,9199.5,11.141937
SPIN,ocn_temp,9249.5,11.141938
SPIN,ocn_temp,9299.5,11.141939
SPIN,ocn_temp,9349.5,11.141939
SPIN,ocn_temp,9399.5,11.14194
SPIN,ocn_temp,9449.5,11.141941
SPIN,ocn_temp,9499.5,11.141942
SPIN,ocn_temp,9549.5,11.141943
SPIN,ocn_temp,9599.5,11.141944
SPIN,ocn_temp,9649.5,11.141945
SPIN,ocn_temp,9699.5,11.141945
SPIN,ocn_temp,9749.5,11.141946
SPIN,ocn_temp,9799.5,11.141947
SPIN,ocn_temp,9849.5,11.141947
SPIN,ocn_temp,9899.5,11.141948
SPIN,ocn_temp,9949.5,11.141948
SPIN,ocn_temp,9999.5,11.141949
SPIN,surpH,0.5,7.520179
SPIN,surpH,1.5,7.658451
SPIN,surpH,2.5,7.681184
SPIN,surpH,3.5,7.697179
SPIN,surpH,4.5,7.706121
SPIN,surpH,5.5,7.712459
SPIN,surpH,6.5,7.717665
SPIN,surpH,7.5,7.721245
SPIN,surpH,8.5,7.724456
SPIN,surpH,9.5,7.726744
SPIN,surpH,10.5,7.728415
SPIN,surpH,11.5,7.729556
SPIN,surpH,12.5,7.730657
SPIN,surpH,13.5,7.731632
SPIN,surpH,14.5,7.732594
SPIN,surpH,15.5,7.733159
SPIN,surpH,16.5,7.733811
SPIN,surpH,17.5,7.734345
SPIN,surpH,18.5,7.734782
SPIN,surpH,19.5,7.7351
SPIN,surpH,21.5,7.735721
SPIN,surpH,23.5,7.736132
SPIN,surpH,25.5,7.736571
SPIN,surpH,27.5,7.736794
SPIN,surpH,29.5,7.736892
SPIN,surpH,31.5,7.736996
SPIN,surpH,33.5,7.737077
SPIN,surpH,35.5,7.737092
SPIN,surpH,37.5,7.737016
SPIN,surpH,39.5,7.736967
SPIN,surpH,41.5,7.736952
SPIN,surpH,43.5,7.736904
SPIN,surpH,45.5,7.736857
SPIN,surpH,47.5,7.736813
SPIN,surpH,49.5,7.736762
SPIN,surpH,51.5,7.736721
SPIN,surpH,53.5,7.736689
SPIN,surpH,55.5,7.736639
SPIN,surpH,57.5,7.736605
SPIN,surpH,59.5,7.736547
SPIN,surpH,61.5,7.736498
SPIN,surpH,63.5,7.736461
SPIN,surpH,65.5,7.736417
SPIN,surpH,67.5,7.736385
SPIN,surpH,69.5,7.736344
SPIN,surpH,71.5,7.736306
SPIN,surpH,73.5,7.736272
SPIN,surpH,75.5,7.736239
SPIN,surpH,77.5,7.736219
SPIN,surpH,79.5,7.736181
SPIN,surpH,81.5,7.736163
SPIN,surpH,83.5,7.736134
SPIN,surpH,85.5,7.73611
SPIN,surpH,87.5,7.736092
SPIN,surpH,89.5,7.736068
SPIN,surpH,91.5,7.736048
SPIN,surpH,93.5,7.736027
SPIN,surpH,95.5,7.736008
SPIN,surpH,97.5,7.735978
SPIN,surpH,99.5,7.735964
SPIN,surpH,104.5,7.735929
SPIN,surpH,109.5,7.735868
SPIN,surpH,114.5,7.735835
SPIN,surpH,119.5,7.735802
SPIN,surpH,124.5,7.735801
SPIN,surpH,129.5,7.735773
SPIN,surpH,134.5,7.73577
SPIN,surpH,139.5,7.735727
SPIN,surpH,144.5,7.735723
SPIN,surpH,149.5,7.735686
SPIN,surpH,154.5,7.735672
SPIN,surpH,159.5,7.735631
SPIN,surpH,164.5,7.735624
SPIN,surpH,169.5,7.735584
SPIN,surpH,174.5,7.735572
SPIN,surpH,179.5,7.735541
SPIN,surpH,184.5,7.735524
SPIN,surpH,189.5,7.735502
SPIN,surpH,194.5,7.735504
SPIN,surpH,199.5,7.735476
SPIN,surpH,204.5,7.735471
SPIN,surpH,209.5,7.735443
SPIN,surpH,214.5,7.735445
SPIN,surpH,219.5,7.735431
SPIN,surpH,224.5,7.735433
SPIN,surpH,229.5,7.735414
SPIN,surpH,234.5,7.735416
SPIN,surpH,239.5,7.735397
SPIN,surpH,244.5,7.735401
SPIN,surpH,249.5,7.73538
SPIN,surpH,254.5,7.735384
SPIN,surpH,259.5,7.73537
SPIN,surpH,264.5,7.735373
SPIN,surpH,269.5,7.735365
SPIN,surpH,274.5,7.73536
SPIN,surpH,279.5,7.735352
SPIN,surpH,284.5,7.735354
SPIN,surpH,289.5,7.735346
SPIN,surpH,294.5,7.73535
SPIN,surpH,299.5,7.735344
SPIN,surpH,304.5,7.735346
SPIN,surpH,309.5,7.735341
SPIN,surpH,314.5,7.735345
SPIN,surpH,319.5,7.73534
SPIN,surpH,324.5,7.735343
SPIN,surpH,329.5,7.73534
SPIN,surpH,334.5,7.735341
SPIN,surpH,339.5,7.735344
SPIN,surpH,344.5,7.735347
SPIN,surpH,349.5,7.735349
SPIN,surpH,354.5,7.735354
SPIN,surpH,359.5,7.735357
SPIN,surpH,364.5,7.735364
SPIN,surpH,369.5,7.735367
SPIN,surpH,374.5,7.73538
SPIN,surpH,379.5,7.735384
SPIN,surpH,384.5,7.735395
SPIN,surpH,389.5,7.735398
SPIN,surpH,394.5,7.735412
SPIN,surpH,399.5,7.735422
SPIN,surpH,404.5,7.735435
SPIN,surpH,409.5,7.735442
SPIN,surpH,414.5,7.735462
SPIN,surpH,419.5,7.735473
SPIN,surpH,424.5,7.735495
SPIN,surpH,429.5,7.735507
SPIN,surpH,434.5,7.735529
SPIN,surpH,439.5,7.735546
SPIN,surpH,444.5,7.735567
SPIN,surpH,449.5,7.735586
SPIN,surpH,454.5,7.735609
SPIN,surpH,459.5,7.735629
SPIN,surpH,464.5,7.735657
SPIN,surpH,469.5,7.735679
SPIN,surpH,474.5,7.735709
SPIN,surpH,479.5,7.735741
SPIN,surpH,484.5,7.735773
SPIN,surpH,489.5,7.735804
SPIN,surpH,494.5,7.735837
SPIN,surpH,499.5,7.735873
SPIN,surpH,504.5,7.73591
SPIN,surpH,509.5,7.735943
SPIN,surpH,514.5,7.73598
SPIN,surpH,519.5,7.736018
SPIN,surpH,524.5,7.736059
SPIN,surpH,529.5,7.736099
SPIN,surpH,534.5,7.73614
SPIN,surpH,539.5,7.736182
SPIN,surpH,544.5,7.736225
SPIN,surpH,549.5,7.736269
SPIN,surpH,554.5,7.736313
SPIN,surpH,559.5,7.736359
SPIN,surpH,564.5,7.736401
SPIN,surpH,569.5,7.736451
SPIN,surpH,574.5,7.736496
SPIN,surpH,579.5,7.736544
SPIN,surpH,584.5,7.736595
SPIN,surpH,589.5,7.736649
SPIN,surpH,594.5,7.736704
SPIN,surpH,599.5,7.736756
SPIN,surpH,604.5,7.736812
SPIN,surpH,609.5,7.736867
SPIN,surpH,614.5,7.736924
SPIN,surpH,619.5,7.73698
SPIN,surpH,624.5,7.73704
SPIN,surpH,629.5,7.737092
SPIN,surpH,634.5,7.73715
SPIN,surpH,639.5,7.73721
SPIN,surpH,644.5,7.737267
SPIN,surpH,649.5,7.737324
SPIN,surpH,654.5,7.737382
SPIN,surpH,659.5,7.73744
SPIN,surpH,664.5,7.7375
SPIN,surpH,669.5,7.737561
SPIN,surpH,674.5,7.737624
SPIN,surpH,679.5,7.737684
SPIN,surpH,684.5,7.737751
SPIN,surpH,689.5,7.737813
SPIN,surpH,694.5,7.73788
SPIN,surpH,699.5,7.737945
SPIN,surpH,704.5,7.738012
SPIN,surpH,709.5,7.738078
SPIN,surpH,714.5,7.738144
SPIN,surpH,719.5,7.738211
SPIN,surpH,724.5,7.738278
SPIN,surpH,729.5,7.738345
SPIN,surpH,734.5,7.738412
SPIN,surpH,739.5,7.738481
SPIN,surpH,744.5,7.738548
SPIN,surpH,749.5,7.738617
SPIN,surpH,754.5,7.738683
SPIN,surpH,759.5,7.738752
SPIN,surpH,764.5,7.738819
SPIN,surpH,769.5,7.738887
SPIN,surpH,774.5,7.738957
SPIN,surpH,779.5,7.739029
SPIN,surpH,784.5,7.739096
SPIN,surpH,789.5,7.739166
SPIN,surpH,794.5,7.739232
SPIN,surpH,799.5,7.739302
SPIN,surpH,804.5,7.739371
SPIN,surpH,809.5,7.73944
SPIN,surpH,814.5,7.73951
SPIN,surpH,819.5,7.739582
SPIN,surpH,824.5,7.739651
SPIN,surpH,829.5,7.739721
SPIN,surpH,834.5,7.739793
SPIN,surpH,839.5,7.739863
SPIN,surpH,844.5,7.739934
SPIN,surpH,849.5,7.740004
SPIN,surpH,854.5,7.740076
SPIN,surpH,859.5,7.740148
SPIN,surpH,864.5,7.740215
SPIN,surpH,869.5,7.740285
SPIN,surpH,874.5,7.740356
SPIN,surpH,879.5,7.740424
SPIN,surpH,884.5,7.740495
SPIN,surpH,889.5,7.740563
SPIN,surpH,894.5,7.740635
SPIN,surpH,899.5,7.740704
SPIN,surpH,904.5,7.740776
SPIN,surpH,909.5,7.740847
SPIN,surpH,914.5,7.740915
SPIN,surpH,919.5,7.740987
SPIN,surpH,924.5,7.741055
SPIN,surpH,929.5,7.741126
SPIN,surpH,934.5,7.741192
SPIN,surpH,939.5,7.741258
SPIN,surpH,944.5,7.741326
SPIN,surpH,949.5,7.741394
SPIN,surpH,954.5,7.741462
SPIN,surpH,959.5,7.741525
SPIN,surpH,964.5,7.74159
SPIN,surpH,969.5,7.741655
SPIN,surpH,974.5,7.741721
SPIN,surpH,979.5,7.741787
SPIN,surpH,984.5,7.741852
SPIN,surpH,989.5,7.741918
SPIN,surpH,994.5,7.741985
SPIN,surpH,999.5,7.742052
