experiment,variable,time_yr,value
SPIN,ocn_ALK,704.5,2.65625999976e+18
SPIN,ocn_ALK,709.5,2.65626584858e+18
SPIN,ocn_ALK,714.5,2.6562716358e+18
SPIN,ocn_ALK,719.5,2.65627735101e+18
SPIN,ocn_ALK,724.5,2.65628304748e+18
SPIN,ocn_ALK,729.5,2.65628872383e+18
SPIN,ocn_ALK,734.5,2.65629439536e+18
SPIN,ocn_ALK,739.5,2.65630008342e+18
SPIN,ocn_ALK,744.5,2.65630573538e+18
SPIN,ocn_ALK,749.5,2.65631135072e+18
SPIN,ocn_ALK,754.5,2.65631695887e+18
SPIN,ocn_ALK,759.5,2.65632253853e+18
SPIN,ocn_ALK,764.5,2.65632807425e+18
SPIN,ocn_ALK,769.5,2.65633358602e+18
SPIN,ocn_ALK,774.5,2.65633906853e+18
SPIN,ocn_ALK,779.5,2.65634461598e+18
SPIN,ocn_ALK,784.5,2.65635022169e+18
SPIN,ocn_ALK,789.5,2.65635580862e+18
SPIN,ocn_ALK,794.5,2.65636136787e+18
SPIN,ocn_ALK,799.5,2.656366879e+18
SPIN,ocn_ALK,804.5,2.65637233375e+18
SPIN,ocn_ALK,809.5,2.65637774603e+18
SPIN,ocn_ALK,814.5,2.65638313872e+18
SPIN,ocn_ALK,819.5,2.6563885384e+18
SPIN,ocn_ALK,824.5,2.6563939277e+18
SPIN,ocn_ALK,829.5,2.65639929113e+18
SPIN,ocn_ALK,834.5,2.65640464654e+18
SPIN,ocn_ALK,839.5,2.65640997799e+18
SPIN,ocn_ALK,844.5,2.65641527952e+18
SPIN,ocn_ALK,849.5,2.65642054953e+18
SPIN,ocn_ALK,854.5,2.65642578448e+18
SPIN,ocn_ALK,859.5,2.65643102391e+18
SPIN,ocn_ALK,864.5,2.65643625311e+18
SPIN,ocn_ALK,869.5,2.65644150925e+18
SPIN,ocn_ALK,874.5,2.65644679173e+18
SPIN,ocn_ALK,879.5,2.6564520736e+18
SPIN,ocn_ALK,884.5,2.65645736494e+18
SPIN,ocn_ALK,889.5,2.65646266362e+18
SPIN,ocn_ALK,894.5,2.6564679605e+18
SPIN,ocn_ALK,899.5,2.65647325068e+18
SPIN,ocn_ALK,904.5,2.656478547e+18
SPIN,ocn_ALK,909.5,2.65648383689e+18
SPIN,ocn_ALK,914.5,2.6564891273e+18
SPIN,ocn_ALK,919.5,2.65649438993e+18
SPIN,ocn_ALK,924.5,2.65649963889e+18
SPIN,ocn_ALK,929.5,2.65650486016e+18
SPIN,ocn_ALK,934.5,2.65651007766e+18
SPIN,ocn_ALK,939.5,2.6565153001e+18
SPIN,ocn_ALK,944.5,2.6565205036e+18
SPIN,ocn_ALK,949.5,2.65652569568e+18
SPIN,ocn_ALK,954.5,2.65653088195e+18
SPIN,ocn_ALK,959.5,2.65653604324e+18
SPIN,ocn_ALK,964.5,2.65654119724e+18
SPIN,ocn_ALK,969.5,2.6565463359e+18
SPIN,ocn_ALK,974.5,2.65655147213e+18
SPIN,ocn_ALK,979.5,2.65655660403e+18
SPIN,ocn_ALK,984.5,2.656561737e+18
SPIN,ocn_ALK,989.5,2.65656687394e+18
SPIN,ocn_ALK,994.5,2.65657200005e+18
SPIN,ocn_ALK,999.5,2.65657711387e+18
SPIN,ocn_ALK,1019.5,2.65659734842e+18
SPIN,ocn_ALK,1039.5,2.6566175314e+18
SPIN,ocn_ALK,1059.5,2.65663763882e+18
SPIN,ocn_ALK,1079.5,2.65665807517e+18
SPIN,ocn_ALK,1099.5,2.65667846478e+18
SPIN,ocn_ALK,1119.5,2.65669866914e+18
SPIN,ocn_ALK,1139.5,2.65671864425e+18
SPIN,ocn_ALK,1159.5,2.65673844246e+18
SPIN,ocn_ALK,1179.5,2.65675789212e+18
SPIN,ocn_ALK,1199.5,2.6567770603e+18
SPIN,ocn_ALK,1219.5,2.65679588918e+18
SPIN,ocn_ALK,1239.5,2.65681432038e+18
SPIN,ocn_ALK,1259.5,2.65683235694e+18
SPIN,ocn_ALK,1279.5,2.65684995744e+18
SPIN,ocn_ALK,1299.5,2.6568671222e+18
SPIN,ocn_ALK,1319.5,2.65688382443e+18
SPIN,ocn_ALK,1339.5,2.65690000619e+18
SPIN,ocn_ALK,1359.5,2.65691568838e+18
SPIN,ocn_ALK,1379.5,2.65693081997e+18
SPIN,ocn_ALK,1399.5,2.65694546631e+18
SPIN,ocn_ALK,1419.5,2.65695957821e+18
SPIN,ocn_ALK,1439.5,2.6569731599e+18
SPIN,ocn_ALK,1459.5,2.65698624545e+18
SPIN,ocn_ALK,1479.5,2.65699882534e+18
SPIN,ocn_ALK,1499.5,2.65701091795e+18
SPIN,ocn_ALK,1519.5,2.65702256467e+18
SPIN,ocn_ALK,1539.5,2.65703376984e+18
SPIN,ocn_ALK,1559.5,2.65704454137e+18
SPIN,ocn_ALK,1579.5,2.65705488253e+18
SPIN,ocn_ALK,1599.5,2.65706481379e+18
SPIN,ocn_ALK,1619.5,2.65707443236e+18
SPIN,ocn_ALK,1639.5,2.65708370953e+18
SPIN,ocn_ALK,1659.5,2.6570925152e+18
SPIN,ocn_ALK,1679.5,2.65710087425e+18
SPIN,ocn_ALK,1699.5,2.65710884056e+18
SPIN,ocn_ALK,1719.5,2.65711645668e+18
SPIN,ocn_ALK,1739.5,2.6571237118e+18
SPIN,ocn_ALK,1759.5,2.65713063401e+18
SPIN,ocn_ALK,1779.5,2.65713723333e+18
SPIN,ocn_ALK,1799.5,2.65714357256e+18
SPIN,ocn_ALK,1819.5,2.65714962959e+18
SPIN,ocn_ALK,1839.5,2.65715543917e+18
SPIN,ocn_ALK,1859.5,2.65716101609e+18
SPIN,ocn_ALK,1879.5,2.65716638486e+18
SPIN,ocn_ALK,1899.5,2.65717154106e+18
SPIN,ocn_ALK,1919.5,2.65717648962e+18
SPIN,ocn_ALK,1939.5,2.6571812401e+18
SPIN,ocn_ALK,1959.5,2.6571858121e+18
SPIN,ocn_ALK,1979.5,2.65719020974e+18
SPIN,ocn_ALK,1999.5,2.65719444792e+18
SPIN,ocn_ALK,2049.5,2.65720445651e+18
SPIN,ocn_ALK,2099.5,2.65721363902e+18
SPIN,ocn_ALK,2149.5,2.6572221164e+18
SPIN,ocn_ALK,2199.5,2.65722994431e+18
SPIN,ocn_ALK,2249.5,2.65723725926e+18
SPIN,ocn_ALK,2299.5,2.65724410717e+18
SPIN,ocn_ALK,2349.5,2.65725055112e+18
SPIN,ocn_ALK,2399.5,2.65725664426e+18
SPIN,ocn_ALK,2449.5,2.65726239935e+18
SPIN,ocn_ALK,2499.5,2.65726784429e+18
SPIN,ocn_ALK,2549.5,2.6572730186e+18
SPIN,ocn_ALK,2599.5,2.65727796109e+18
SPIN,ocn_ALK,2649.5,2.65728266131e+18
SPIN,ocn_ALK,2699.5,2.65728714416e+18
SPIN,ocn_ALK,2749.5,2.65729141457e+18
SPIN,ocn_ALK,2799.5,2.65729550266e+18
SPIN,ocn_ALK,2849.5,2.65729940372e+18
SPIN,ocn_ALK,2899.5,2.65730310095e+18
SPIN,ocn_ALK,2949.5,2.65730662454e+18
SPIN,ocn_ALK,2999.5,2.65730998102e+18
SPIN,ocn_ALK,3049.5,2.65731317912e+18
SPIN,ocn_ALK,3099.5,2.65731621016e+18
SPIN,ocn_ALK,3149.5,2.6573190784e+18
SPIN,ocn_ALK,3199.5,2.6573217927e+18
SPIN,ocn_ALK,3249.5,2.65732436289e+18
SPIN,ocn_ALK,3299.5,2.65732680108e+18
SPIN,ocn_ALK,3349.5,2.65732912234e+18
SPIN,ocn_ALK,3399.5,2.65733130844e+18
SPIN,ocn_ALK,3449.5,2.65733337611e+18
SPIN,ocn_ALK,3499.5,2.65733533567e+18
SPIN,ocn_ALK,3549.5,2.65733716646e+18
SPIN,ocn_ALK,3599.5,2.65733888551e+18
SPIN,ocn_ALK,3649.5,2.6573404882e+18
SPIN,ocn_ALK,3699.5,2.65734198207e+18
SPIN,ocn_ALK,3749.5,2.65734338129e+18
SPIN,ocn_ALK,3799.5,2.65734467548e+18
SPIN,ocn_ALK,3849.5,2.65734588376e+18
SPIN,ocn_ALK,3899.5,2.65734699283e+18
SPIN,ocn_ALK,3949.5,2.65734801807e+18
SPIN,ocn_ALK,3999.5,2.65734897871e+18
SPIN,ocn_ALK,4049.5,2.65734986229e+18
SPIN,ocn_ALK,4099.5,2.65735067432e+18
SPIN,ocn_ALK,4149.5,2.65735142399e+18
SPIN,ocn_ALK,4199.5,2.65735212609e+18
SPIN,ocn_ALK,4249.5,2.65735276691e+18
SPIN,ocn_ALK,4299.5,2.65735335021e+18
SPIN,ocn_ALK,4349.5,2.657353883e+18
SPIN,ocn_ALK,4399.5,2.6573543718e+18
SPIN,ocn_ALK,4449.5,2.65735481444e+18
SPIN,ocn_ALK,4499.5,2.65735521666e+18
SPIN,ocn_ALK,4549.5,2.65735558254e+18
SPIN,ocn_ALK,4599.5,2.65735591398e+18
SPIN,ocn_ALK,4649.5,2.65735621066e+18
SPIN,ocn_ALK,4699.5,2.65735647645e+18
SPIN,ocn_ALK,4749.5,2.65735672093e+18
SPIN,ocn_ALK,4799.5,2.65735692532e+18
SPIN,ocn_ALK,4849.5,2.65735711535e+18
SPIN,ocn_ALK,4899.5,2.65735728307e+18
SPIN,ocn_ALK,4949.5,2.65735742502e+18
SPIN,ocn_ALK,4999.5,2.65735755205e+18
SPIN,ocn_ALK,5049.5,2.65735765958e+18
SPIN,ocn_ALK,5099.5,2.65735775308e+18
SPIN,ocn_ALK,5149.5,2.65735782123e+18
SPIN,ocn_ALK,5199.5,2.65735787849e+18
SPIN,ocn_ALK,5249.5,2.65735792646e+18
SPIN,ocn_ALK,5299.5,2.65735796354e+18
SPIN,ocn_ALK,5349.5,2.65735798735e+18
SPIN,ocn_ALK,5399.5,2.65735800254e+18
SPIN,ocn_ALK,5449.5,2.6573580064e+18
SPIN,ocn_ALK,5499.5,2.657357994e+18
SPIN,ocn_ALK,5549.5,2.65735797795e+18
SPIN,ocn_ALK,5599.5,2.65735795412e+18
SPIN,ocn_ALK,5649.5,2.65735792903e+18
SPIN,ocn_ALK,5699.5,2.65735788957e+18
SPIN,ocn_ALK,5749.5,2.65735783937e+18
SPIN,ocn_ALK,5799.5,2.65735779261e+18
SPIN,ocn_ALK,5849.5,2.65735773896e+18
SPIN,ocn_ALK,5899.5,2.65735768582e+18
SPIN,ocn_ALK,5949.5,2.65735762996e+18
SPIN,ocn_ALK,5999.5,2.65735756101e+18
SPIN,ocn_ALK,6049.5,2.65735748836e+18
SPIN,ocn_ALK,6099.5,2.65735741977e+18
SPIN,ocn_ALK,6149.5,2.65735733696e+18
SPIN,ocn_ALK,6199.5,2.65735725986e+18
SPIN,ocn_ALK,6249.5,2.65735717348e+18
SPIN,ocn_ALK,6299.5,2.65735708816e+18
SPIN,ocn_ALK,6349.5,2.65735700397e+18
SPIN,ocn_ALK,6399.5,2.65735690619e+18
SPIN,ocn_ALK,6449.5,2.65735681264e+18
SPIN,ocn_ALK,6499.5,2.65735671509e+18
SPIN,ocn_ALK,6549.5,2.65735662025e+18
SPIN,ocn_ALK,6599.5,2.65735652207e+18
SPIN,ocn_ALK,6649.5,2.65735642132e+18
SPIN,ocn_ALK,6699.5,2.65735631335e+18
SPIN,ocn_ALK,6749.5,2.65735621122e+18
SPIN,ocn_ALK,6799.5,2.65735611146e+18
SPIN,ocn_ALK,6849.5,2.65735600578e+18
SPIN,ocn_ALK,6899.5,2.65735589349e+18
SPIN,ocn_ALK,6949.5,2.65735578723e+18
SPIN,ocn_ALK,6999.5,2.65735567703e+18
SPIN,ocn_ALK,7049.5,2.65735556495e+18
SPIN,ocn_ALK,7099.5,2.65735545364e+18
SPIN,ocn_ALK,7149.5,2.65735535034e+18
SPIN,ocn_ALK,7199.5,2.6573552436e+18
SPIN,ocn_ALK,7249.5,2.65735512834e+18
SPIN,ocn_ALK,7299.5,2.65735501081e+18
SPIN,ocn_ALK,7349.5,2.65735489296e+18
SPIN,ocn_ALK,7399.5,2.6573547795e+18
SPIN,ocn_ALK,7449.5,2.65735467209e+18
SPIN,ocn_ALK,7499.5,2.65735455262e+18
SPIN,ocn_ALK,7549.5,2.65735443762e+18
SPIN,ocn_ALK,7599.5,2.65735431952e+18
SPIN,ocn_ALK,7649.5,2.65735420833e+18
SPIN,ocn_ALK,7699.5,2.65735409907e+18
SPIN,ocn_ALK,7749.5,2.65735398027e+18
SPIN,ocn_ALK,7799.5,2.65735386836e+18
SPIN,ocn_ALK,7849.5,2.65735375738e+18
SPIN,ocn_ALK,7899.5,2.65735363944e+18
SPIN,ocn_ALK,7949.5,2.65735352162e+18
SPIN,ocn_ALK,7999.5,2.65735340299e+18
SPIN,ocn_ALK,8049.5,2.65735328242e+18
SPIN,ocn_ALK,8099.5,2.65735316556e+18
SPIN,ocn_ALK,8149.5,2.65735304534e+18
SPIN,ocn_ALK,8199.5,2.65735292016e+18
SPIN,ocn_ALK,8249.5,2.65735279948e+18
SPIN,ocn_ALK,8299.5,2.65735268058e+18
SPIN,ocn_ALK,8349.5,2.65735256139e+18
SPIN,ocn_ALK,8399.5,2.65735244183e+18
SPIN,ocn_ALK,8449.5,2.65735231504e+18
SPIN,ocn_ALK,8499.5,2.65735219298e+18
SPIN,ocn_ALK,8549.5,2.65735207019e+18
SPIN,ocn_ALK,8599.5,2.65735194891e+18
SPIN,ocn_ALK,8649.5,2.65735183084e+18
SPIN,ocn_ALK,8699.5,2.65735171482e+18
SPIN,ocn_ALK,8749.5,2.65735158969e+18
SPIN,ocn_ALK,8799.5,2.65735146721e+18
SPIN,ocn_ALK,8849.5,2.65735134782e+18
SPIN,ocn_ALK,8899.5,2.65735122507e+18
SPIN,ocn_ALK,8949.5,2.65735111026e+18
SPIN,ocn_ALK,8999.5,2.65735099096e+18
SPIN,ocn_ALK,9049.5,2.65735086578e+18
SPIN,ocn_ALK,9099.5,2.65735074448e+18
SPIN,ocn_ALK,9149.5,2.65735062423e+18
SPIN,ocn_ALK,9199.5,2.65735051054e+18
SPIN,ocn_ALK,9249.5,2.65735038319e+18
SPIN,ocn_ALK,9299.5,2.65735026949e+18
SPIN,ocn_ALK,9349.5,2.65735014351e+18
SPIN,ocn_ALK,9399.5,2.65735002129e+18
SPIN,ocn_ALK,9449.5,2.65734990618e+18
SPIN,ocn_ALK,9499.5,2.65734977887e+18
SPIN,ocn_ALK,9549.5,2.65734965428e+18
SPIN,ocn_ALK,9599.5,2.65734953066e+18
SPIN,ocn_ALK,9649.5,2.65734941058e+18
SPIN,ocn_ALK,9699.5,2.65734928969e+18
SPIN,ocn_ALK,9749.5,2.65734917008e+18
SPIN,ocn_ALK,9799.5,2.65734904601e+18
SPIN,ocn_ALK,9849.5,2.65734892425e+18
SPIN,ocn_ALK,9899.5,2.65734880422e+18
SPIN,ocn_ALK,9949.5,2.65734868512e+18
SPIN,ocn_ALK,9999.5,2.65734856161e+18
main,ocn_temp,0.5,11.141948
main,ocn_temp,1.5,11.141935
main,ocn_temp,2.5,11.141905
main,ocn_temp,3.5,11.141863
main,ocn_temp,4.5,11.141812
main,ocn_temp,5.5,11.141753
main,ocn_temp,6.5,11.141687
main,ocn_temp,7.5,11.141616
main,ocn_temp,8.5,11.141538
main,ocn_temp,9.5,11.141456
main,ocn_temp,10.5,11.14137
main,ocn_temp,11.5,11.141279
main,ocn_temp,12.5,11.141184
main,ocn_temp,13.5,11.141085
main,ocn_temp,14.5,11.140983
main,ocn_temp,15.5,11.140878
main,ocn_temp,16.5,11.14077
main,ocn_temp,17.5,11.140659
main,ocn_temp,18.5,11.140544
main,ocn_temp,19.5,11.140428
main,ocn_temp,20.5,11.140308
main,ocn_temp,21.5,11.140186
main,ocn_temp,22.5,11.140062
main,ocn_temp,23.5,11.139935
main,ocn_temp,24.5,11.139808
main,ocn_temp,25.5,11.139678
main,ocn_temp,26.5,11.139547
main,ocn_temp,27.5,11.139413
main,ocn_temp,28.5,11.139277
main,ocn_temp,29.5,11.13914
main,ocn_temp,30.5,11.139001
main,ocn_temp,31.5,11.13886
main,ocn_temp,32.5,11.138718
main,ocn_temp,33.5,11.138574
main,ocn_temp,34.5,11.138429
main,ocn_temp,35.5,11.138282
main,ocn_temp,36.5,11.138134
main,ocn_temp,37.5,11.137984
main,ocn_temp,38.5,11.137834
main,ocn_temp,39.5,11.137683
main,ocn_temp,40.5,11.13753
main,ocn_temp,41.5,11.137377
main,ocn_temp,42.5,11.137223
main,ocn_temp,43.5,11.137068
main,ocn_temp,44.5,11.136911
main,ocn_temp,45.5,11.136754
main,ocn_temp,46.5,11.136597
main,ocn_temp,47.5,11.136438
main,ocn_temp,48.5,11.136278
main,ocn_temp,49.5,11.136117
main,ocn_temp,50.5,11.135956
main,ocn_temp,51.5,11.135794
main,ocn_temp,52.5,11.135631
main,ocn_temp,53.5,11.135467
main,ocn_temp,54.5,11.135302
main,ocn_temp,55.5,11.135137
main,ocn_temp,56.5,11.134971
main,ocn_temp,57.5,11.134804
main,ocn_temp,58.5,11.134637
main,ocn_temp,59.5,11.134469
main,ocn_temp,60.5,11.1343
main,ocn_temp,61.5,11.134131
main,ocn_temp,62.5,11.133961
main,ocn_temp,63.5,11.133791
main,ocn_temp,64.5,11.13362
main,ocn_temp,65.5,11.133449
main,ocn_temp,66.5,11.133278
main,ocn_temp,67.5,11.133106
main,ocn_temp,68.5,11.132933
main,ocn_temp,69.5,11.13276
main,ocn_temp,70.5,11.132587
main,ocn_temp,71.5,11.132411
main,ocn_temp,72.5,11.132235
main,ocn_temp,73.5,11.132059
main,ocn_temp,74.5,11.13188
main,ocn_temp,75.5,11.131701
main,ocn_temp,76.5,11.131521
main,ocn_temp,77.5,11.131342
main,ocn_temp,78.5,11.131162
main,ocn_temp,79.5,11.130983
main,ocn_temp,80.5,11.130803
main,ocn_temp,81.5,11.130623
main,ocn_temp,82.5,11.130443
main,ocn_temp,83.5,11.130263
main,ocn_temp,84.5,11.130083
main,ocn_temp,85.5,11.129903
main,ocn_temp,86.5,11.129723
main,ocn_temp,87.5,11.129542
main,ocn_temp,88.5,11.129362
main,ocn_temp,89.5,11.129181
main,ocn_temp,90.5,11.129
main,ocn_temp,91.5,11.12882
main,ocn_temp,92.5,11.128639
main,ocn_temp,93.5,11.128458
main,ocn_temp,94.5,11.128277
main,ocn_temp,95.5,11.128096
main,ocn_temp,96.5,11.127915
main,ocn_temp,97.5,11.127733
main,ocn_temp,98.5,11.127552
main,ocn_temp,99.5,11.127371
main,ocn_temp,100.5,11.127681
main,ocn_temp,101.5,10.800338
main,ocn_temp,102.5,10.198522
main,ocn_temp,103.5,9.92171
main,ocn_temp,104.5,9.943556
main,ocn_temp,105.5,9.999977
main,ocn_temp,106.5,10.048257
main,ocn_temp,107.5,10.090896
main,ocn_temp,108.5,10.12934
main,ocn_temp,109.5,10.164473
main,ocn_temp,110.5,10.19686
main,ocn_temp,111.5,10.226917
main,ocn_temp,112.5,10.254982
main,ocn_temp,113.5,10.281325
main,ocn_temp,114.5,10.30615
main,ocn_temp,115.5,10.32962
main,ocn_temp,116.5,10.351866
main,ocn_temp,117.5,10.372999
main,ocn_temp,118.5,10.393113
main,ocn_temp,119.5,10.412294
main,ocn_temp,120.5,10.430619
main,ocn_temp,121.5,10.448155
main,ocn_temp,122.5,10.46496
main,ocn_temp,123.5,10.481088
main,ocn_temp,124.5,10.496584
main,ocn_temp,125.5,10.511492
main,ocn_temp,126.5,10.525846
main,ocn_temp,127.5,10.539686
main,ocn_temp,128.5,10.55304
main,ocn_temp,129.5,10.565944
main,ocn_temp,130.5,10.578427
main,ocn_temp,131.5,10.590529
main,ocn_temp,132.5,10.602293
main,ocn_temp,133.5,10.61376
main,ocn_temp,134.5,10.624956
main,ocn_temp,135.5,10.635899
main,ocn_temp,136.5,10.646599
main,ocn_temp,137.5,10.657067
main,ocn_temp,138.5,10.667308
main,ocn_temp,139.5,10.677326
main,ocn_temp,140.5,10.687131
main,ocn_temp,141.5,10.696733
main,ocn_temp,142.5,10.706138
main,ocn_temp,143.5,10.715352
main,ocn_temp,144.5,10.724382
main,ocn_temp,145.5,10.733235
main,ocn_temp,146.5,10.741915
main,ocn_temp,147.5,10.75043
main,ocn_temp,148.5,10.758784
main,ocn_temp,149.5,10.766983
main,ocn_temp,150.5,10.775032
main,ocn_temp,151.5,10.782938
main,ocn_temp,152.5,10.790704
main,ocn_temp,153.5,10.798336
main,ocn_temp,154.5,10.805841
main,ocn_temp,155.5,10.813221
main,ocn_temp,156.5,10.820482
main,ocn_temp,157.5,10.827628
main,ocn_temp,158.5,10.834663
main,ocn_temp,159.5,10.841593
main,ocn_temp,160.5,10.84842
main,ocn_temp,161.5,10.855148
main,ocn_temp,162.5,10.861779
main,ocn_temp,163.5,10.868317
main,ocn_temp,164.5,10.874764
main,ocn_temp,165.5,10.881123
main,ocn_temp,166.5,10.887397
main,ocn_temp,167.5,10.89359
main,ocn_temp,168.5,10.899704
main,ocn_temp,169.5,10.905741
main,ocn_temp,170.5,10.911703
main,ocn_temp,171.5,10.917594
main,ocn_temp,172.5,10.923414
main,ocn_temp,173.5,10.929167
main,ocn_temp,174.5,10.934853
main,ocn_temp,175.5,10.940474
main,ocn_temp,176.5,10.946033
main,ocn_temp,177.5,10.951532
main,ocn_temp,178.5,10.956971
main,ocn_temp,179.5,10.962355
main,ocn_temp,180.5,10.967682
main,ocn_temp,181.5,10.972957
main,ocn_temp,182.5,10.978184
main,ocn_temp,183.5,10.983363
main,ocn_temp,184.5,10.988503
main,ocn_temp,185.5,10.993604
main,ocn_temp,186.5,10.99867
main,ocn_temp,187.5,11.00371
main,ocn_temp,188.5,11.008722
main,ocn_temp,189.5,11.013712
main,ocn_temp,190.5,11.018685
main,ocn_temp,191.5,11.023639
main,ocn_temp,192.5,11.028577
main,ocn_temp,193.5,11.0335
main,ocn_temp,194.5,11.038407
main,ocn_temp,195.5,11.043299
main,ocn_temp,196.5,11.048176
main,ocn_temp,197.5,11.053035
main,ocn_temp,198.5,11.057877
main,ocn_temp,199.5,11.062699
main,surpH,0.5,7.755178
main,surpH,1.5,7.757695
main,surpH,2.5,7.756952
main,surpH,3.5,7.756605
main,surpH,4.5,7.756475
main,surpH,5.5,7.756432
main,surpH,6.5,7.756425
main,surpH,7.5,7.756444
main,surpH,8.5,7.756474
main,surpH,9.5,7.756516
main,surpH,10.5,7.756564
main,surpH,11.5,7.75662
main,surpH,12.5,7.756678
main,surpH,13.5,7.756741
main,surpH,14.5,7.756805
main,surpH,15.5,7.756873
main,surpH,16.5,7.756941
main,surpH,17.5,7.757012
main,surpH,18.5,7.757084
main,surpH,19.5,7.757156
main,surpH,20.5,7.757229
main,surpH,21.5,7.757302
main,surpH,22.5,7.757376
main,surpH,23.5,7.757449
main,surpH,24.5,7.757521
main,surpH,25.5,7.757596
main,surpH,26.5,7.757669
main,surpH,27.5,7.757741
main,surpH,28.5,7.757814
main,surpH,29.5,7.757887
main,surpH,30.5,7.757958
main,surpH,31.5,7.758029
main,surpH,32.5,7.758098
main,surpH,33.5,7.75817
main,surpH,34.5,7.758238
main,surpH,35.5,7.758308
main,surpH,36.5,7.758375
main,surpH,37.5,7.758444
main,surpH,38.5,7.758509
main,surpH,39.5,7.758576
main,surpH,40.5,7.758642
main,surpH,41.5,7.758706
main,surpH,42.5,7.758772
main,surpH,43.5,7.758834
main,surpH,44.5,7.758897
main,surpH,45.5,7.758961
main,surpH,46.5,7.759022
main,surpH,47.5,7.759082
main,surpH,48.5,7.759142
main,surpH,49.5,7.759205
main,surpH,50.5,7.759262
main,surpH,51.5,7.759324
main,surpH,52.5,7.759381
main,surpH,53.5,7.75944
main,surpH,54.5,7.759497
main,surpH,55.5,7.759557
main,surpH,56.5,7.759613
main,surpH,57.5,7.75967
main,surpH,58.5,7.759722
main,surpH,59.5,7.759778
main,surpH,60.5,7.759831
main,surpH,61.5,7.759884
main,surpH,62.5,7.759937
main,surpH,63.5,7.759991
main,surpH,64.5,7.760042
main,surpH,65.5,7.760094
main,surpH,66.5,7.760146
main,surpH,67.5,7.760198
main,surpH,68.5,7.760249
main,surpH,69.5,7.7603
main,surpH,70.5,7.76035
main,surpH,71.5,7.760401
main,surpH,72.5,7.76045
main,surpH,73.5,7.760498
main,surpH,74.5,7.760546
main,surpH,75.5,7.760596
main,surpH,76.5,7.760642
main,surpH,77.5,7.760688
main,surpH,78.5,7.760735
main,surpH,79.5,7.76078
main,surpH,80.5,7.760825
main,surpH,81.5,7.760871
main,surpH,82.5,7.760915
main,surpH,83.5,7.760958
main,surpH,84.5,7.761003
main,surpH,85.5,7.761046
main,surpH,86.5,7.76109
main,surpH,87.5,7.761132
main,surpH,88.5,7.761174
main,surpH,89.5,7.761218
main,surpH,90.5,7.76126
main,surpH,91.5,7.761301
main,surpH,92.5,7.761341
main,surpH,93.5,7.761382
main,surpH,94.5,7.761423
main,surpH,95.5,7.761462
main,surpH,96.5,7.761502
main,surpH,97.5,7.761541
main,surpH,98.5,7.761581
main,surpH,99.5,7.761621
main,surpH,100.5,7.716484
main,surpH,101.5,7.504752
main,surpH,102.5,7.444331
main,surpH,103.5,7.473842
main,surpH,104.5,7.488803
main,surpH,105.5,7.492277
main,surpH,106.5,7.494105
main,surpH,107.5,7.495326
main,surpH,108.5,7.496192
main,surpH,109.5,7.496813
main,surpH,110.5,7.4973
main,surpH,111.5,7.497611
main,surpH,112.5,7.497855
main,surpH,113.5,7.498093
main,surpH,114.5,7.498301
main,surpH,115.5,7.498517
main,surpH,116.5,7.49872
main,surpH,117.5,7.498926
main,surpH,118.5,7.499129
main,surpH,119.5,7.499312
main,surpH,120.5,7.499478
main,surpH,121.5,7.499613
main,surpH,122.5,7.499746
main,surpH,123.5,7.499858
main,surpH,124.5,7.499955
main,surpH,125.5,7.500053
main,surpH,126.5,7.500133
main,surpH,127.5,7.50021
main,surpH,128.5,7.500282
main,surpH,129.5,7.500352
main,surpH,130.5,7.500421
main,surpH,131.5,7.500488
main,surpH,132.5,7.500557
main,surpH,133.5,7.500626
main,surpH,134.5,7.500696
main,surpH,135.5,7.500757
main,surpH,136.5,7.500813
main,surpH,137.5,7.500858
main,surpH,138.5,7.500899
main,surpH,139.5,7.500935
main,surpH,140.5,7.500965
main,surpH,141.5,7.500992
main,surpH,142.5,7.501015
main,surpH,143.5,7.501034
main,surpH,144.5,7.501051
main,surpH,145.5,7.501063
main,surpH,146.5,7.501072
main,surpH,147.5,7.501084
main,surpH,148.5,7.501096
main,surpH,149.5,7.501102
main,surpH,150.5,7.501112
main,surpH,151.5,7.501121
main,surpH,152.5,7.501124
main,surpH,153.5,7.501135
main,surpH,154.5,7.501141
main,surpH,155.5,7.501147
main,surpH,156.5,7.501156
main,surpH,157.5,7.501164
main,surpH,158.5,7.50117
main,surpH,159.5,7.501178
main,surpH,160.5,7.501188
main,surpH,161.5,7.501193
main,surpH,162.5,7.501206
main,surpH,163.5,7.501215
main,surpH,164.5,7.501227
main,surpH,165.5,7.501235
main,surpH,166.5,7.501248
main,surpH,167.5,7.501258
main,surpH,168.5,7.50127
main,surpH,169.5,7.501283
main,surpH,170.5,7.501295
main,surpH,171.5,7.501305
main,surpH,172.5,7.501316
main,surpH,173.5,7.501326
main,surpH,174.5,7.501339
main,surpH,175.5,7.501348
main,surpH,176.5,7.501359
main,surpH,177.5,7.50137
main,surpH,178.5,7.501382
main,surpH,179.5,7.501394
main,surpH,180.5,7.501409
main,surpH,181.5,7.50142
main,surpH,182.5,7.501437
main,surpH,183.5,7.501449
main,surpH,184.5,7.501467
main,surpH,185.5,7.501486
main,surpH,186.5,7.501501
main,surpH,187.5,7.501524
main,surpH,188.5,7.501551
main,surpH,189.5,7.501569
main,surpH,190.5,7.501602
main,surpH,191.5,7.501626
