RefNo,ResultNo,RockName,Year,Authors,Title,Journal,Volume,Pages,Continent,RockType,LowAge,HighAge,LoMagAge,HiMagAge,SLat,SLon,PLat,PLon,DP,DM,Dec,Inc,K,A95,B,N,QSUM,Q1,Q2,Q3,Q4,Q5,Q6,Q7,RSUM,R1,R2,R3,R4,R5,R6,R7,Component,Tests,Tilt,PType,DemagCode,Treatment,Method,Terrane,StratAge,RLat,RLon,Comments
4428,10372,Weimei Formation,2024,"Tong, Y., Pei, J., Qian, T., Sun, S., Hou, L., Sun, X., Zhang, Z., Yang, B.",Three‐stage India‐Asia collision proposed by the thrice remagnetizations of the Tethyan Himalaya Terrane,Geophys.Res.Lett.,51,e2024GL110286,Asia,sediments,145,161,60,63,28.8,89.7,61.4,305.6,1,1.9,163.6,-9.5,67.9,1.9,,87,3,0,1,1,0,0,0,1,2,0,0,1,0,0,0,1,Overprint B,F-,0,D,4,T,fossils,Tethyan Himalaya,J1,28.8,89.7,Remagnitised at 60.9-62.3 Ma
4428,10371,Weimei Formation,2024,"Tong, Y., Pei, J., Qian, T., Sun, S., Hou, L., Sun, X., Zhang, Z., Yang, B.",Three‐stage India‐Asia collision proposed by the thrice remagnetizations of the Tethyan Himalaya Terrane,Geophys.Res.Lett.,51,e2024GL110286,Asia,sediments,145,161,58,59,28.8,89.7,64.3,316.5,1,2,341.3,19.5,76.2,1.9,,71,3,0,1,1,0,0,0,1,2,0,0,1,0,0,0,1,Overprint A,F-,0,D,4,T,fossils,Tethyan Himalaya,J1,28.8,89.7,Remagnitised at 58-5-58.8 Ma
4427,10370,Lumajiangdongco Volcanics,2024,"Song, P., Ding, L., Li, J., Yue, Y., Xie, J.",Unraveling the Lhasa‐Qiangtang сollision in Western Tibet: insights from geochronological and paleomagnetic analyses,Geophys.Res.Lett.,51,e2024GL110264,Asia,extrusives,100,111,100,111,34.2,81.4,15.4,144.7,5,5,91.6,49.7,27.2,4.3,42,281,5,1,1,1,1,0,0,1,4,1,0,1,1,0,0,1,HTC,F+,100,V,4,T,U-Pb(z),Qiangtang,K1,34.2,81.4,Fold test applied together with RESULTNO 10142 after the 100-degrees CW rotation of the latter
4403,10340,Laoshanya Formation,2024,"Tonti‐Filippini, J. A. D., Robert, B., Muller, É., Paul, A. N., Dellefant, F., Wack, M., Meng, J., Zhao, X., Schaltegger, U., Gilder, S.A.",Middle Neoproterozoic (Tonian) polar wander of South China: Paleomagnetism and IDTIMS U‐Pb geochronology of the Laoshanya Formation,J.Geophys.Res.Solid Earth,129,e2023JB027634,Asia,"sediments, redbeds",807,808,420,460,29.97,110.732,49.8,29.9,3.1,4.8,133.8,-46.9,15.8,3.7,100,100,4,0,1,1,0,1,0,1,4,0,1,1,0,1,0,1,B,N,100,D,4,T,U-Pb(z),South China,NP1,29.97,110.732,Mid-Paleozoic overprint
4381,10315,Baoligaomiao Formation Member 1,2023,"Ren, Q., Zhang, S., Hou, M., Chen, A., Wu, H., Yang, T., Li, H.",New paleomagnetic constraints on the amalgamation of the Tuva and Mongolia blocks from Late Carboniferous andesites in the Mongolia Block,Tectonics,42,e2022TC007683,Asia,"extrusives, andesites",314,316,314,316,42.32,115.72,30.5,14.6,7.4,7.4,299.3,26,30.7,8.9,10,63,6,1,1,1,1,0,1,1,6,1,1,1,1,0,1,1,HTC,"G*+,F+,Rc",100,V,4,T,U-Pb(z),Mongolia,C2,42.32,115.72,
4194,10052,Huanchaca Sills,2023,"Bispo-Santos, F., D’Agrella-Filho, M.S., de Almeida, R.P., Ruiz, A.S., Patroni, O.A.L., Silva, J.M.","Paleomagnetic study of the 1112 Ma Huanchaca mafic sills (SW Amazonian Craton, Brazil) and the paleogeographic implications for Rodinia supercontinent",Precambrian Res.,388,107013,South America,"intrusives, sediments",1110,1114,1110,1112,-14.3,-60.4,30.1,225.7,9.9,9.9,303.2,12.2,12,14.5,10,109,5,1,1,1,0,1,0,1,5,1,1,1,0,1,0,1,,N,0,V,4,AT,U-Pb(b),Amazonia,MP,-14.3,-60.4,
4453,10414,Late Carboniferous Volcanics,2023,"Simón-Muzás, A., Casas-Sainz, A.M., Soto, R., Pueyo, E.L., Beamud, E., Oliva-Urcia, B.",Paleomagnetic study of Late-Carboniferous-Permian rocks from the Cadí Basin (Eastern Pyrenees): Tectonic implications,Tectonophysics,869,230148,Europe,extrusives,299,306,299,306,42.31,1.5,42.1,216.5,5.6,11.1,154.8,-0.3,17.8,11.1,11,,4,1,1,1,0,0,0,1,3,1,0,1,0,0,0,1,,N,100,D,4,T,U-Pb,,C3,42.31,1.5,Pole calculated by administrator
4453,10415,Permian Redbeds,2023,"Simón-Muzás, A., Casas-Sainz, A.M., Soto, R., Pueyo, E.L., Beamud, E., Oliva-Urcia, B.",Paleomagnetic study of Late-Carboniferous-Permian rocks from the Cadí Basin (Eastern Pyrenees): Tectonic implications,Tectonophysics,869,230148,Europe,"sediments, redbeds",201,252,201,252,42.3,1.7,37.8,206.1,12.3,24.1,160.8,13.6,6.8,23.6,7,,3,1,0,1,0,0,0,1,2,0,0,1,0,0,0,1,,N,100,D,4,T,stratigraphic,,P,42.3,1.7,Pole calculated by administrator
4340,10266,Penatecaua Sills and Dykes,2023,"Moreira, G., Ernesto, M., De Min, A., Marzoli, A., Machado, F.B., Vasconcellos, E.M.G., Bellieni, G.","Paleomagnetism of the Penatecaua magmatism: The CAMP intrusive rocks in the Amazonas Basin, northern Brazil",Phys.Earth Planet.Interiors,342,107075,South America,intrusives,201,202,201,202,-5,-55,77.5,80.1,3.3,3.3,9,-25,,,30,,5,1,1,1,0,1,0,1,4,1,0,1,0,1,0,1,,N,0,V,4,AT,U-Pb,,J1,-4,-55,
4422,10364,Zonggei Formation,2023,"Cao, Y., Sun, Z., Li, H., Yang, Z., Pei, J., Ye, X., Cao, X., Wu, B., Zhang, L.","Paleomagnetism and geochronology of Early Cretaceous volcanic rocks in the eastern segment of the Lhasa terrane, Tibetan Plateau, and their tectonic implications",Geol.Soc.Amer.Bull.,135,3228-3240,Asia,extrusives,123,127,123,127,30.7,95.9,60.9,227.2,2.4,4.6,21.8,19,65.8,4.4,17,142,7,1,1,1,1,1,1,1,6,1,0,1,1,1,1,1,HTC,"F+,Rc",100,D,4,T,U-Pb(z),Lhasa,K1,30.7,95.9,
4332,10256,Paraná Volcanics,2023,"Raposo, M.I.B., Pescarini, T., Guimarães, L.F., Esteves, M.C.B.","New magnetostratigraphy constrains in the southern Paraná magmatic province (Herveiras and Gramado Xavier areas), Rio Grande do Sul state, South Brazil: Implications for the timing between volcanic sources",J.Sth.Amer.Earth Sci.,126,104327,South America,extrusives,133,135,133,135,-29.4,-52.6,82.8,225.7,2.5,3.9,351.9,-46.9,62.3,3,37,351,6,1,1,1,0,1,1,1,6,1,1,1,0,1,1,1,,Rb,0,D,4,AT,"40Ar/39Ar, U-Pb",Parana Basin,K1,-29.4,-52.6,Mean direction and pole calculated by administrator
4330,10253,Lamprophyre Dykes,2023,"Xu, Y., Zhang, S., Zhang, C., Ye, X., Ren, Q., Gao, Y., Li, H., Yang, T., Wu, H.",New Early Neoproterozoic paleomagnetic constraints of the northwestern China blocks on the periphery of Rodinia,J.Geophys.Res.Solid Earth,128,e2022JB024821,Asia,intrusives,800,1000,800,1000,39.2,92.1,-49.4,164.4,12.5,21.6,139.2,-34.3,17,19.1,5,37,3,0,0,1,0,1,0,1,3,0,0,1,0,1,0,1,CH3,N,0,D,4,AT,correlation,Altyn Tagh,NP1,39.2,92.1,
4330,10252,E-W trending Dykes,2023,"Xu, Y., Zhang, S., Zhang, C., Ye, X., Ren, Q., Gao, Y., Li, H., Yang, T., Wu, H.",New Early Neoproterozoic paleomagnetic constraints of the northwestern China blocks on the periphery of Rodinia,J.Geophys.Res.Solid Earth,128,e2022JB024821,Asia,intrusives,800,1000,800,1000,39.26,92.07,-24.8,172.8,2.6,5.1,295,17.1,632,4.9,3,22,3,0,0,1,0,1,0,1,3,0,0,1,0,1,0,1,CH2,N,0,D,4,AT,correlation,Altyn Tagh,NP1,39.26,92.07,
4330,10251,NW trending Dykes,2023,"Xu, Y., Zhang, S., Zhang, C., Ye, X., Ren, Q., Gao, Y., Li, H., Yang, T., Wu, H.",New Early Neoproterozoic paleomagnetic constraints of the northwestern China blocks on the periphery of Rodinia,J.Geophys.Res.Solid Earth,128,e2022JB024821,Asia,intrusives,887,903,887,903,39.2,92.2,-40.9,184.6,11.7,11.7,123.3,-42.2,22,12.1,8,121,5,1,1,1,0,1,0,1,5,1,1,1,0,1,0,1,CH1,Co,0,V,4,AT,U-Pb(b),Altyn Tagh,NP1,39.2,92.2,
4277,10162,Mangkang Trachyte,2023,"Zhang, Z., Tong, Y., Jin, S., Sun, X., Hou, L., Pei, J.",Paleomagnetic constraint on the formation of the Eastern Himalayan Syntaxis: A new late Eocene result from the Mangkang area of the eastern Tibetan Plateau,Earth Planet.Sci.Letters,603,117974,Asia,"intrusives, trachytes",36,41,36,41,29.89,92.55,63.9,203.3,1.4,1.4,27,36.8,,1.3,20,282,4,1,1,1,0,0,0,1,3,1,0,1,0,0,0,1,,N,0,V,4,T,U-Pb(z),,E2,29.89,92.55,
4421,10363,Upper Gunbayn Formation,2023,"Ren, Q., Zhang, S., Sukhbaatar, T., Hou, M., Wu, H., Yang, T., Li, H., Chen, A.",Timing the Hegenshan Suture in the Central Asian Orogenic Belt: New Paleomagnetic and Geochronological Constraints from Southeastern Mongolia,Geophys.Res.Lett.,50,e2023GL104881,Asia,extrusives,247,253,247,253,44.69,109.18,36.7,29.2,3.3,3.3,292.5,50.3,152.4,3.1,15,103,7,1,1,1,1,1,1,1,6,1,0,1,1,1,1,1,HTC,"G+,F+,Rb",100,V,4,T,U-Pb(z),Mongolia,P3-T1,44.69,109.18,
4328,10248,Navile Dyke,2023,"Mamilla, V., Nathi, R.B.","Paleomagnetism and rock magnetism of ~2.37–1.89 Ga dykes from the Western Dharwar craton, southern India: Implications for drift history through paleoproterozic",J.Asian Earth Sci.,248,105608,Asia,intrusives,1850,1900,1850,1900,13.11,76.45,27.6,326.8,4.3,8.3,302,-21,43.8,7.8,9,36,4,0,1,1,0,1,0,1,3,0,0,1,0,1,0,1,,N,0,D,4,AT,magnetic,Dharwar,PP,13.11,76.45,Comparison with Indian APWP at 1886 Ma
4328,10247,Belagumba Dyke,2023,"Mamilla, V., Nathi, R.B.","Paleomagnetism and rock magnetism of ~2.37–1.89 Ga dykes from the Western Dharwar craton, southern India: Implications for drift history through paleoproterozic",J.Asian Earth Sci.,248,105608,Asia,intrusives,2200,2300,2200,2300,13.24,76.32,-6.1,325.8,16.5,27.9,269,-38,8.9,23.6,8,28,3,0,0,1,0,1,0,1,3,0,0,1,0,1,0,1,,N,0,D,4,AT,magnetic,Dharwar,PP,13.24,76.32,Comparison with Indian APWP at 2235 Ma
4327,10246,Beishan Dykes,2023,"Zhu, X., Chen, Y., Wang, B., Dong, Y., Scaillet, S., Faure, M., Ni, X., Duval, F.","Paleomagnetic study on the Early Permian Gubaoquan doleritic dike swarm in the southern Beishan area, NW China: Implications for the tectonic and paleogeographic reconstructions of the southern Central Asian Orogenic Belt",J.Asian Earth Sci.,256,105832,Asia,intrusives,282,286,282,286,40.4,95.1,82.8,285.6,9.2,9.2,177.9,-52.7,51.1,7.8,8,67,4,1,1,1,0,0,0,1,4,1,1,1,0,0,0,1,,Co,0,V,4,AT,40Ar/39Ar,Beishan,P1,40.4,95.1,
4326,10245,Caviahue-Copahue Lavas,2023,"Moncinhatto, T.R., de Oliveira, W.P., Haag, M.B., Hartmann, G.A., Savian, J.F., Poletti, W., Brandt, D., Sommer, C.A., Caselli, A.T., Trindade, R.I.F.",Palaeosecular variation in Northern Patagonia recorded by 0-5 Ma Caviahue-Copahue lava flows,Geophys.J.Int.,234,1640-1654,South America,extrusives,0,5,0,5,-37.86,-71.03,84.3,251.4,4.4,4.4,356.2,-51.5,32.8,3.9,42,42,6,1,1,1,0,1,1,1,6,1,1,1,0,1,1,1,,Rc,0,V,4,AT,K-Ar,,N2-3,-37,-71.17,
4420,10362,Oligocene Lavas,2023,"Song, P., Ding, L., Zhang, L., Cai, F., Zhang, Q., Li, Z.,Wang, H., Jafari, M.H., Talebian, M.",Paleomagnetism from Central Iran reveals Arabia-Eurasia collision Onset at the Eocene/Oligocene boundary,Geophys.Res.Lett.,50,e2023GL103858,Middle East,extrusives,23,31,23,31,33,52.37,60.2,131.9,8.5,8.5,32.5,50.1,56,5,14,108,4,1,1,1,0,0,0,1,4,1,1,1,0,0,0,1,HTC,Ro,100,V,4,T,U-Pb(z),,E3,33,52.37,
4379,10313,Jiaguan and Guankou Formations,2023,"Hou, L., Pei, J., Cai, Y., Zhou, Z., Tong, Y., Zhao, Y.",Upper Cretaceous-Paleocene magnetostratigraphy of the Longmenshan foreland basin and its implications for the tectonic deformation of the Longmenshan Fault Zone,Tectonics,42,e2022TC007660,Asia,"sediments, redbeds",64,128,64,128,30.07,102.74,72.2,216.2,1.3,2.3,17.9,38.7,12,1.9,509,509,5,0,1,1,0,1,1,1,5,0,1,1,0,1,1,1,HTC,"Fo,Ra",100,D,4,T,magnetostratigraphy,South China,K1-E1,30.07,102.74,
4420,10361,Upper Eocene Lavas,2023,"Song, P., Ding, L., Zhang, L., Cai, F., Zhang, Q., Li, Z.,Wang, H., Jafari, M.H., Talebian, M.",Paleomagnetism from Central Iran reveals Arabia-Eurasia collision Onset at the Eocene/Oligocene boundary,Geophys.Res.Lett.,50,e2023GL103858,Middle East,extrusives,38,40,38,40,33.99,51.14,80.2,160.4,9.5,9.5,10.7,49.4,71.3,5,11,70,5,1,1,1,1,0,0,1,5,1,1,1,1,0,0,1,HTC,F+,100,V,4,T,U-Pb(z),,E2,33.99,51.14,
4324,10242,Nilsiä Microtonalite Dykes,2023,"Luoto, T., Salminen, J., Mertanen, S., Elming, S-Å., Pesonen, L.J.",New palaeoproterozoic palaeomagnetic data from Central and Northern Finland indicate a long-lived stable position for Fennoscandia,Geophys.J.Int.,235,1810-1831,Europe,intrusives,1790,1860,1790,1860,63.14,28.23,45.3,228.4,2.3,2.3,345.1,35.4,319.7,2.3,13,74,4,0,1,1,0,1,0,1,2,0,0,0,0,1,0,1,,N,0,V,4,AT,correlation,Fennoscandia,PP,63.14,28.23,
4324,10241,Nilsiä Lamprophyre Dyke,2023,"Luoto, T., Salminen, J., Mertanen, S., Elming, S-Å., Pesonen, L.J.",New palaeoproterozoic palaeomagnetic data from Central and Northern Finland indicate a long-lived stable position for Fennoscandia,Geophys.J.Int.,235,1810-1831,Europe,intrusives,1787,1793,1787,1793,63.18,28.31,48.8,232.1,4.3,4.3,343.1,41.1,41.1,3.6,1,13,4,1,0,1,0,1,0,1,3,1,0,0,0,1,0,1,,N,0,V,4,AT,U-Pb(z),Fennoscandia,PP,63.18,28.31,
4324,10240,Jalokoski Gabbro,2023,"Luoto, T., Salminen, J., Mertanen, S., Elming, S-Å., Pesonen, L.J.",New palaeoproterozoic palaeomagnetic data from Central and Northern Finland indicate a long-lived stable position for Fennoscandia,Geophys.J.Int.,235,1810-1831,Europe,intrusives,1860,1872,1860,1872,67.48,23.41,44,235.5,6.5,6.5,335.5,41.4,89.7,8.1,5,22,4,1,1,1,0,0,0,1,3,1,0,1,0,0,0,1,,N,0,V,4,AT,U-Pb(z),Fennoscandia,PP,67.48,23.41,
4324,10239,Svecofennian Gabbros Combined,2023,"Luoto, T., Salminen, J., Mertanen, S., Elming, S-Å., Pesonen, L.J.",New palaeoproterozoic palaeomagnetic data from Central and Northern Finland indicate a long-lived stable position for Fennoscandia,Geophys.J.Int.,235,1810-1831,Europe,intrusives,1875,1891,1875,1891,64,25,47,238,3,3,,,,,27,144,5,1,1,1,0,1,0,1,5,1,1,1,0,1,0,1,Combined result,N,0,V,4,AT,U-Pb(z),Fennoscandia,PP,64,25,Combined RESULTNOS 10236-10238
4324,10238,Mertuanoja Gabbro,2023,"Luoto, T., Salminen, J., Mertanen, S., Elming, S-Å., Pesonen, L.J.",New palaeoproterozoic palaeomagnetic data from Central and Northern Finland indicate a long-lived stable position for Fennoscandia,Geophys.J.Int.,235,1810-1831,Europe,intrusives,1870,1900,1870,1900,64.11,24.57,49.1,234.7,6.5,6.5,338.9,43.6,106,5.4,8,37,3,0,1,1,0,0,0,1,2,0,0,1,0,0,0,1,,N,0,V,4,AT,correlation,Fennoscandia,PP,64.11,24.57,Data included in RESULTNO 10239
4324,10237,Ylivieska Gabbro,2023,"Luoto, T., Salminen, J., Mertanen, S., Elming, S-Å., Pesonen, L.J.",New palaeoproterozoic palaeomagnetic data from Central and Northern Finland indicate a long-lived stable position for Fennoscandia,Geophys.J.Int.,235,1810-1831,Europe,intrusives,1875,1891,1875,1891,64.04,24.38,47.7,245.7,18.1,18.1,330.6,43.7,48.6,6.6,11,38,4,1,1,1,0,0,0,1,3,1,0,1,0,0,0,1,,N,0,V,4,AT,U-Pb(z),Fennoscandia,PP,64.04,24.38,Data included in RESULTNO 10239
4324,10236,Kiuruvesi Gabbrodiorite,2023,"Luoto, T., Salminen, J., Mertanen, S., Elming, S-Å., Pesonen, L.J.",New palaeoproterozoic palaeomagnetic data from Central and Northern Finland indicate a long-lived stable position for Fennoscandia,Geophys.J.Int.,235,1810-1831,Europe,intrusives,1881,1891,1881,1891,63.55,26.26,43,229.9,2.3,2.3,342.3,33.3,403,2.8,8,69,5,1,1,1,0,1,0,1,4,1,0,1,0,1,0,1,,N,0,V,4,AT,U-Pb(z),Fennoscandia,PP,63.55,26.58,
4419,10360,Xiaoqiebao Formation,2023,"Wei, B., Cheng, X., Domeier, M., Zhou, Y., Chen, Q., Jiang, N., Xing, L., Zhang, D., Li, T., Liu, F., Zhang, J., Wu, H.","Paleomagnetism of Late Triassic volcanic rocks from the South Qiangtang Block, Tibet: Constraints on Longmuco-Shuanghu Ocean closure in the Paleo-Tethys realm",Geophys.Res.Lett.,50,e2023GL104759,Asia,extrusives,219,226,219,226,33,88.2,24.4,284.5,4.3,4.3,162.7,49.6,71.3,3.5,25,199,7,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,HTC,"F+,Rb",100,V,5,AT,"U-Pb(z), fossils",Qiangtang,T3,33,88.2,
4418,10359,Yeba Formation,2023,"Wang, S., Yang, T., Ma, J., Bian, W., Jian, X., Han, F., Liang, J., Zhang, S., Wu, H., Li, H., Ma, Y.",New Middle Jurassic Paleomagnetic and Geochronologic Results From the Lhasa Terrane: Contributions to the Closure of the Meso-Tethys Ocean and Jurassic True Polar Wander,Geophys.Res.Lett.,50,e2023GL103343,Asia,"extrusives, sediments",168,174,168,174,29.7,91.3,29.8,180.7,5.7,5.7,64,27.2,27.1,6.2,21,125,7,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,B,"G+,F+,Rc",100,V,4,AT,"U-Pb(z), fossils",Lhasa,J1-2,29.7,91.3,
4296,10187,Dharwar Dykes 1.8 Ga,2023,"Parashuramulu, V., Nagaraju, E., Shankar, R., Babu, N.R., Sarma, D.S.",Paleogeography of India at ~1.8 Ga: New constraints from baddeleyite geochronology and paleomagnetism of mafic dykes from the Dharwar craton,Precambrian Res.,395,107146,Asia,intrusives,1798,1800,1798,1800,15.5,77.5,38,356.9,6.1,10.9,305.8,31.1,23,9.7,11,104,5,1,1,1,0,1,0,1,5,1,1,1,0,1,0,1,,N,0,D,4,AT,"Pb-Pb(b), U-Pb",Dharwar,PP,15.5,77.5,"Includes some data from REFNOs 4156, 4272"
4399,10336,Grum Zn-Pb-Ag Deposit,2023,"Kawasaki, K., Symons, D.T.A.","Paleomagnetism of the Grum Zn-Pb-Ag deposit, Selwyn Basin, Yukon, Canada",Canad. J. Earth Sci.,60,52-61,North America,"metamorphics, ores",164,188,164,188,62,-133,67.8,317.4,7.2,7.2,40.5,70.9,69.9,4.6,15,83,4,0,1,1,0,1,0,1,4,0,1,1,0,1,0,1,,N,0,V,5,AT,magnetic,,J1-2,62,-133,Age of mineralisation obtained by comparison with APWP; some g.c. used
4315,10223,Sukhoborka Composite Section,2023,"Fetisova, A.M., Veselovskiy, R.V., Golubev, V.K.","A new 254 Ma paleomagnetic pole of the East European Platform: the Moscow Syneclise, the Sukhoborka and Sosnovka sections",Doklady Earth Sciences,510,475-480,Europe,"sediments, ashes",253,260,253,260,56.731,45.748,55.3,158,3.5,5.1,39.8,54.1,37.7,3.6,44,44,6,1,1,1,0,1,1,1,6,1,1,1,0,1,1,1,,Rc,0,D,4,AT,"U-Pb(z), fossils",East European Platform,P3,56.731,45.748,
4238,10111,Srednecheremshansk Dyke,2023,"Gladkochub, D.P., Donskaya, T.V., Pisarevsky, S.A., Kotov, A.B., Salnikova, E.B., Mekhonochin, A.S., Sklyarov, E.V., Demonterova, E.I., Mazukabzov, A.M., Stepanova, A.V., Konstantinov, K.M.",Mesoproterozoic (ca. 1.26 Ga) Srednecheremshansk mafic-ultramafic intrusion in the southern Siberia: Signature of the Mackenzie event in Siberia,Precambrian Res.,390,107038,Asia,"intrusives, gabbro",1253,1263,1253,1263,52.24,102.97,10.6,22.5,6.2,11.3,269.3,26.8,7.8,10.4,6,28,4,1,0,1,0,1,0,1,4,1,0,1,0,1,0,1,,N,0,D,4,AT,U-Pb(b),Siberian Craton,MP,52.24,102.97,
4306,10209,Staroe Slukino Section,2023,"Fetisova, A.M., Veselovskiy, R.V., Sirotin, K.A., Golubev, V.K., Rud’ko, D.V.","Paleomagnetism and cyclostratigraphy of the Permian-Triassic boundary interval of the Staroe Slukino Section, Vladimir Region","Izvestiya, Physics of the Solid Earth",59,254-266,Europe,"sediments, clastic",251,253,251,253,56.19,42.64,36.3,155,2.8,4.8,51.9,34.2,24.5,4.2,49,49,5,1,1,1,0,1,0,1,4,1,0,1,0,1,0,1,,R-,0,D,4,T,"fossils, magnetostratigraphy",,P3-T1,56.19,42.64,
4392,10328,Chuangde Formation,2023,"Yuan, J., Deng, C., Yang, Z., Krijgsman, W., Thubtantsering, Qin, H., Yi, L., Zhao, P., Wan, B., Zhao, L., He, H., Guo, Z., Zhu, R.",New paleomagnetic data from the central Tethyan Himalaya refine the size of Greater India during the Campanian,Earth Planet.Sci.Letters,622,118422,Asia,"sediments, redbeds",74,76,74,76,29.75,83.6,47.8,250.6,1.2,2.3,188.9,22.3,78.4,2.2,54,54,4,1,1,1,0,0,0,1,4,1,1,1,0,0,0,1,HTC,Fo,100,D,4,T,stratigraphic,Tethyan Himalaya,K2,29.75,83.6,"Inclination shallowing corrected by authors (f=0.7) gives a pole PLAT=43.3, PLONG=258.3, A95=1.8"
4384,10319,Caviahue-Copahue Volcanic Complex,2023,"Moncinhatto, T.R., de Oliveira, W.P., Haag, M.B., Hartmann, G.A., Savian, J.F., Poletti, W., Brandt, D., Sommer, C.A., Caselli, A.T., Trindade, R.I.F.",Palaeosecular variation in Northern Patagonia recorded by 0-5 Ma Caviahue-Copahue lava flows,Geophys.J.Int.,234,1640-1654,South America,extrusives,0,6,0,6,-37.87,-71.01,84.4,229.1,5.7,5.7,354.4,-53.2,31.5,5.1,26,26,6,1,1,1,0,1,1,1,6,1,1,1,0,1,1,1,,Rc,0,V,4,AT,K-Ar,Patagonia,N2-4,-37.87,-71.01,
4383,10318,"Linxia Basin Sediments Maogo Section, Reverse",2023,"Zheng, Y., Qiu, Z., Qui, Z., Li, L., Wei, X., Zhang, R., Yue, L.","Revised magnetostratigraphy of the Linxia Basin in the northeast Tibetan Plateau, constrained by micromammalian fossils",Palaeogeog.Palaeoclim.Palaeoecol.,623,111620,Asis,sediments,11,29,11,29,35.7,103.4,77.4,266.4,1.9,3.1,184,-41.1,11.7,2.53,262,262,5,1,1,1,0,1,0,1,5,1,1,1,0,1,0,1,HTC,Ro,0,D,4,T,magnetostratigraphy,,E3-N1,35.7,103.4,
4383,10317,"Linxia Basin Sediments Maogo Section, Normal",2023,"Zheng, Y., Qiu, Z., Qui, Z., Li, L., Wei, X., Zhang, R., Yue, L.","Revised magnetostratigraphy of the Linxia Basin in the northeast Tibetan Plateau, constrained by micromammalian fossils",Palaeogeog.Palaeoclim.Palaeoecol.,623,111620,Asia,sediments,11,29,11,29,35.7,103.4,82.1,242.3,2.5,3.7,6,48.6,12,2.85,199,199,5,1,1,1,0,1,0,1,5,1,1,1,0,1,0,1,HTC,Ro,0,D,4,T,magnetostratigraphy,,E3-N1,35.7,103.4,
4382,10316,Linxia Basin Sediments,2023,"Sun, L., Deng, C., Deng, T., Kong, Y., Wu, B., Liu, S.","Magnetostratigraphy of the Oligocene and Miocene of the Linxia Basin, northwestern China",Palaeogeog.Palaeoclim.Palaeoecol.,613,111404,Asia,"sediments, redbeds",10,34,10,34,35.6,103.3,73.5,234.6,3.7,6,13.5,41.6,188,4.9,6,1059,4,1,0,1,0,1,0,1,3,0,0,1,0,1,0,1,HTC,Ro,0,D,4,T,magnetostratigraphy,,E3-N1,35.6,103.3,Mean direction and pole are calculated by administrator based on Table S5
4195,10053,Stugun Dyke,2023,"Salminen, J., Elming, S.-Å., Layer, O.",Timing the break-up of the Baltica and Laurentia connection in Nuna - Rapid plate motion oscillation and plate tectonics in the Mesoproterozoic,Precambrian Res.,384,106923,Europe,intrusives,1209,1278,1209,1278,63.1,15.54,5.9,176.3,3.8,3.8,20.4,-35.3,48,4.3,1,24,4,0,0,1,1,1,0,1,4,0,0,1,1,1,0,1,,C+,0,V,4,AT,40Ar/39Ar(w.r.),Baltica,MP,63.1,15.54,VGP
4380,10314,Cixerri Formation,2023,"Siravo, G., Speranza, F., Mattei, M.",Paleomagnetic evidence for pre-21 Ma independent drift of South Sardinia from North Sardinia-Corsica: “Greater Iberia” versus Europe,Tectonics,42,e2022TC007705,Europe,"sediments, redbeds",32,45,32,45,39.2,8.2,24.8,294.6,5,7.8,281,45.7,23.7,6.1,25,220,5,0,1,1,0,1,1,1,5,0,1,1,0,1,1,1,,Rc,0,D,4,T,stratigraphic,Sardinia,E2,39.2,8.9,
4409,10347,Saltoro Formation,2023,"Martin, C. R., Jagoutz, O., Upadhyay, R., van Tongeren, J. A., Mueller, P. A., Weiss, B. P.",Paleomagnetic constraint on the age of the Shyok suture zone,J.Geophys.Res.,126,e2022JB026137,Asia,"extrusives, sediments",75,93,75,93,34.67,77.56,75.2,254.7,8.9,8.9,1.4,34.2,16.9,8.9,17,130,6,1,1,1,1,0,1,1,6,1,1,1,1,0,1,1,HT1,"G*+,F+,R+",100,V,5,AT,"U-Pb(z), magnetostratigraphy",Karakoram,K2,34.67,77.56,"Mean direction and pole calculated after tect. corr., IC corr. (E/I, f=0.57) and V.A.R. corr."
4290,10179,Shexing Formation,2022,"Ma, Y., Wang, Q., Yang, T., Ou, Q., Zhang, X., Dan, W., Zhang, S., Wu, H., Li, H., Cao, L., Wang, J., Zou, D., Wang, H.",Location of the Lhasa terrane in the Late Cretaceous and its implications for crustal deformation,Palaeogeog.Palaeoclim.Palaeoecol.,588,110821,Asia,"sediments, redbeds",70,91,70,91,29.9,91.2,71.1,262,5.5,5.5,3.4,21.5,25.8,5.6,27,206,6,1,1,1,1,1,0,1,5,1,0,1,1,1,0,1,HTC,F+,100,V,4,T,"isotopic, stratigraphic",Lhasa,K2,29.9,91.2,Inclination shallowing is not present
