lat,lon,sample_name,TOAGE,FROMAGE,OnlyCooling,TempDiff
-13.31343,33.55825,LITH01212018-MK18-06,175.0,180.0,1.680672268907557,0.3361344537815114
-13.31343,33.55825,LITH01212018-MK18-06,180.0,185.0,1.6806722689075713,0.33613445378151424
-13.31343,33.55825,LITH01212018-MK18-06,185.0,190.0,1.680672268907557,0.3361344537815114
-13.31343,33.55825,LITH01212018-MK18-06,190.0,195.0,1.6806722689075642,0.33613445378151285
-13.31343,33.55825,LITH01212018-MK18-06,195.0,200.0,1.6806722689075642,0.33613445378151285
-13.31343,33.55825,LITH01212018-MK18-06,200.0,205.0,1.6806722689075642,0.33613445378151285
-13.31343,33.55825,LITH01212018-MK18-06,205.0,210.0,1.6806722689075642,0.33613445378151285
-13.31343,33.55825,LITH01212018-MK18-06,210.0,215.0,1.680672268907557,0.3361344537815114
-13.31343,33.55825,LITH01212018-MK18-06,215.0,220.0,1.680672268907557,0.3361344537815114
-13.31343,33.55825,LITH01212018-MK18-06,220.0,225.0,1.6806722689075713,0.33613445378151424
-13.31343,33.55825,LITH01212018-MK18-06,225.0,230.0,1.6806722689075713,0.33613445378151424
-13.31343,33.55825,LITH01212018-MK18-06,230.0,235.0,1.680672268907557,0.3361344537815114
-13.31343,33.55825,LITH01212018-MK18-06,235.0,240.0,1.6281216712036866,0.32562433424073733
-13.31343,33.55825,LITH01212018-MK18-06,240.0,245.0,1.549295774647888,0.3098591549295776
-13.31343,33.55825,LITH01212018-MK18-06,245.0,250.0,1.549295774647888,0.3098591549295776
-13.31343,33.55825,LITH01212018-MK18-06,250.0,255.0,1.549295774647888,0.3098591549295776
-13.31343,33.55825,LITH01212018-MK18-06,255.0,260.0,1.549295774647888,0.3098591549295776
-13.31343,33.55825,LITH01212018-MK18-06,260.0,265.0,1.549295774647888,0.3098591549295776
-13.31343,33.55825,LITH01212018-MK18-06,265.0,270.0,1.549295774647888,0.3098591549295776
-13.31343,33.55825,LITH01212018-MK18-06,270.0,275.0,1.549295774647888,0.3098591549295776
-13.31343,33.55825,LITH01212018-MK18-06,275.0,280.0,1.549295774647888,0.3098591549295776
-13.31343,33.55825,LITH01212018-MK18-06,280.0,285.0,1.549295774647888,0.3098591549295776
-13.31343,33.55825,LITH01212018-MK18-06,285.0,290.0,1.549295774647888,0.3098591549295776
-13.31343,33.55825,LITH01212018-MK18-06,290.0,295.0,1.549295774647888,0.3098591549295776
-13.31343,33.55825,LITH01212018-MK18-06,295.0,300.0,1.5492957746478737,0.3098591549295747
-13.31343,33.55825,LITH01212018-MK18-06,300.0,305.0,1.5492957746479021,0.30985915492958044
-13.31343,33.55825,LITH01212018-MK18-06,305.0,310.0,1.3745717548534344,0.2749143509706869
-13.31343,33.55825,LITH01212018-MK18-06,310.0,315.0,0.6756756756756772,0.13513513513513545
-13.31343,33.55825,LITH01212018-MK18-06,315.0,320.0,0.6756756756756772,0.13513513513513545
-13.31343,33.55825,LITH01212018-MK18-06,320.0,325.0,0.6756756756756772,0.13513513513513545
-13.31343,33.55825,LITH01212018-MK18-06,325.0,330.0,0.6756756756756772,0.13513513513513545
-13.31343,33.55825,LITH01212018-MK18-06,330.0,335.0,0.6756756756756772,0.13513513513513545
-13.31343,33.55825,LITH01212018-MK18-06,335.0,340.0,0.6756756756756772,0.13513513513513545
-13.31343,33.55825,LITH01212018-MK18-06,340.0,345.0,0.6756756756756772,0.13513513513513545
-13.31343,33.55825,LITH01212018-MK18-06,345.0,350.0,-0.059986816084375505,-0.011997363216875102
-13.31343,33.55825,LITH01212018-MK18-06,350.0,355.0,-0.2439024390243958,-0.04878048780487916
-13.31343,33.55825,LITH01212018-MK18-06,355.0,360.0,-0.2439024390243958,-0.04878048780487916
-13.31343,33.55825,LITH01212018-MK18-06,360.0,365.0,-0.24390243902438158,-0.048780487804876316
-13.31343,33.55825,LITH01212018-MK18-06,365.0,370.0,-0.2439024390243958,-0.04878048780487916
-13.31343,33.55825,LITH01212018-MK18-06,370.0,375.0,-0.2439024390243958,-0.04878048780487916
-13.31343,33.55825,LITH01212018-MK18-06,375.0,380.0,-0.24390243902438158,-0.048780487804876316
-13.31343,33.55825,LITH01212018-MK18-06,380.0,385.0,-0.2439024390243958,-0.04878048780487916
-13.31343,33.55825,LITH01212018-MK18-06,385.0,390.0,-0.619300106044534,-0.1238600212089068
-13.31343,33.55825,LITH01212018-MK18-06,390.0,395.0,-0.8695652173913118,-0.17391304347826236
-13.31343,33.55825,LITH01212018-MK18-06,395.0,400.0,-0.8695652173912976,-0.1739130434782595
-13.31343,33.55825,LITH01212018-MK18-06,400.0,405.0,-0.8695652173912976,-0.1739130434782595
-13.31343,33.55825,LITH01212018-MK18-06,405.0,410.0,-0.8695652173913118,-0.17391304347826236
-13.31343,33.55825,LITH01212018-MK18-06,410.0,415.0,-0.8695652173913118,-0.17391304347826236
-13.31343,33.55825,LITH01212018-MK18-06,415.0,420.0,-0.8695652173912976,-0.1739130434782595
-13.31343,33.55825,LITH01212018-MK18-06,420.0,425.0,-0.8695652173912976,-0.1739130434782595
-13.31343,33.55825,LITH01212018-MK18-06,425.0,430.0,-0.8695652173913118,-0.17391304347826236
-14.698617,34.52645,LITH01212018-MK18-04,0.0,5.0,1.428571428571427,0.2857142857142854
-14.698617,34.52645,LITH01212018-MK18-04,5.0,10.0,1.4285714285714306,0.28571428571428614
-14.698617,34.52645,LITH01212018-MK18-04,10.0,15.0,1.428571428571427,0.2857142857142854
-14.698617,34.52645,LITH01212018-MK18-04,15.0,20.0,1.4285714285714306,0.28571428571428614
-14.698617,34.52645,LITH01212018-MK18-04,20.0,25.0,1.428571428571427,0.2857142857142854
-14.698617,34.52645,LITH01212018-MK18-04,25.0,30.0,1.428571428571427,0.2857142857142854
-14.698617,34.52645,LITH01212018-MK18-04,30.0,35.0,1.4285714285714306,0.28571428571428614
-14.698617,34.52645,LITH01212018-MK18-04,35.0,40.0,1.428571428571427,0.2857142857142854
-14.698617,34.52645,LITH01212018-MK18-04,40.0,45.0,1.428571428571427,0.2857142857142854
-14.698617,34.52645,LITH01212018-MK18-04,45.0,50.0,1.5124223602484506,0.3024844720496901
-14.698617,34.52645,LITH01212018-MK18-04,50.0,55.0,1.8478260869565233,0.36956521739130466
-14.698617,34.52645,LITH01212018-MK18-04,55.0,60.0,1.8478260869565162,0.3695652173913032
-14.698617,34.52645,LITH01212018-MK18-04,60.0,65.0,1.8478260869565233,0.36956521739130466
-14.698617,34.52645,LITH01212018-MK18-04,65.0,70.0,1.8478260869565233,0.36956521739130466
-14.698617,34.52645,LITH01212018-MK18-04,70.0,75.0,1.8478260869565233,0.36956521739130466
-14.698617,34.52645,LITH01212018-MK18-04,75.0,80.0,1.8478260869565233,0.36956521739130466
-14.698617,34.52645,LITH01212018-MK18-04,80.0,85.0,1.8478260869565162,0.3695652173913032
-14.698617,34.52645,LITH01212018-MK18-04,85.0,90.0,1.8478260869565233,0.36956521739130466
-14.698617,34.52645,LITH01212018-MK18-04,90.0,95.0,1.8478260869565233,0.36956521739130466
-14.698617,34.52645,LITH01212018-MK18-04,95.0,100.0,1.6949152542372872,0.33898305084745745
-14.698617,34.52645,LITH01212018-MK18-04,100.0,105.0,1.6949152542372872,0.33898305084745745
-14.698617,34.52645,LITH01212018-MK18-04,105.0,110.0,1.6949152542372872,0.33898305084745745
-14.698617,34.52645,LITH01212018-MK18-04,110.0,115.0,1.6949152542372872,0.33898305084745745
-14.698617,34.52645,LITH01212018-MK18-04,115.0,120.0,1.6949152542372872,0.33898305084745745
-14.698617,34.52645,LITH01212018-MK18-04,120.0,125.0,1.6949152542372943,0.33898305084745883
-14.698617,34.52645,LITH01212018-MK18-04,125.0,130.0,1.6949152542372872,0.33898305084745745
-14.698617,34.52645,LITH01212018-MK18-04,130.0,135.0,1.69491525423728,0.338983050847456
-14.698617,34.52645,LITH01212018-MK18-04,135.0,140.0,1.6949152542372872,0.33898305084745745
-14.698617,34.52645,LITH01212018-MK18-04,140.0,145.0,1.6949152542372872,0.33898305084745745
-14.698617,34.52645,LITH01212018-MK18-04,145.0,150.0,1.6949152542373014,0.3389830508474603
-14.698617,34.52645,LITH01212018-MK18-04,150.0,155.0,1.1773607748183963,0.23547215496367926
-14.698617,34.52645,LITH01212018-MK18-04,155.0,160.0,-0.8928571428571388,-0.17857142857142777
-14.698617,34.52645,LITH01212018-MK18-04,160.0,165.0,-0.8928571428571388,-0.17857142857142777
-14.698617,34.52645,LITH01212018-MK18-04,165.0,170.0,-0.892857142857153,-0.1785714285714306
-14.698617,34.52645,LITH01212018-MK18-04,170.0,175.0,-0.8928571428571388,-0.17857142857142777
-14.698617,34.52645,LITH01212018-MK18-04,175.0,180.0,-0.8928571428571388,-0.17857142857142777
-14.698617,34.52645,LITH01212018-MK18-04,180.0,185.0,-0.892857142857153,-0.1785714285714306
-14.698617,34.52645,LITH01212018-MK18-04,185.0,190.0,-0.8928571428571388,-0.17857142857142777
-14.698617,34.52645,LITH01212018-MK18-04,190.0,195.0,-0.8928571428571388,-0.17857142857142777
-14.698617,34.52645,LITH01212018-MK18-04,195.0,200.0,-0.8928571428571459,-0.17857142857142919
-14.698617,34.52645,LITH01212018-MK18-04,200.0,205.0,-0.8928571428571459,-0.17857142857142919
-14.698617,34.52645,LITH01212018-MK18-04,205.0,210.0,-0.8928571428571388,-0.17857142857142777
-14.698617,34.52645,LITH01212018-MK18-04,210.0,215.0,-0.8139534883720927,-0.16279069767441853
-14.698617,34.52645,LITH01212018-MK18-04,215.0,220.0,-0.8139534883720927,-0.16279069767441853
-14.698617,34.52645,LITH01212018-MK18-04,220.0,225.0,-0.8139534883720927,-0.16279069767441853
-14.698617,34.52645,LITH01212018-MK18-04,225.0,230.0,-0.8139534883720927,-0.16279069767441853
-14.698617,34.52645,LITH01212018-MK18-04,230.0,235.0,-0.8139534883720927,-0.16279069767441853
-14.698617,34.52645,LITH01212018-MK18-04,235.0,240.0,-0.8139534883720927,-0.16279069767441853
-14.698617,34.52645,LITH01212018-MK18-04,240.0,245.0,-0.8139534883720927,-0.16279069767441853
-14.698617,34.52645,LITH01212018-MK18-04,245.0,250.0,-0.8139534883720927,-0.16279069767441853
-14.698617,34.52645,LITH01212018-MK18-04,250.0,255.0,-0.04392764857881559,-0.00878552971576312
-14.698617,34.52645,LITH01212018-MK18-04,255.0,260.0,1.1111111111111143,0.22222222222222285
-14.698617,34.52645,LITH01212018-MK18-04,260.0,265.0,1.1111111111111072,0.22222222222222143
-14.698617,34.52645,LITH01212018-MK18-04,265.0,270.0,1.1111111111111143,0.22222222222222285
-14.698617,34.52645,LITH01212018-MK18-04,270.0,275.0,4.444444444444443,0.8888888888888886
-14.698617,34.52645,LITH01212018-MK18-04,275.0,280.0,5.277777777777779,1.0555555555555558
-14.698617,34.52645,LITH01212018-MK18-04,280.0,285.0,5.2777777777777715,1.0555555555555542
-9.482182,33.065414,LITH01212018-KA8158,0.0,5.0,2.0175438596491233,0.40350877192982465
-9.482182,33.065414,LITH01212018-KA8158,5.0,10.0,2.0175438596491233,0.40350877192982465
-9.482182,33.065414,LITH01212018-KA8158,10.0,15.0,2.0175438596491233,0.40350877192982465
-9.482182,33.065414,LITH01212018-KA8158,15.0,20.0,2.0175438596491233,0.40350877192982465
-9.482182,33.065414,LITH01212018-KA8158,20.0,25.0,2.0175438596491198,0.40350877192982393
-9.482182,33.065414,LITH01212018-KA8158,25.0,30.0,2.017543859649127,0.40350877192982537
-9.482182,33.065414,LITH01212018-KA8158,30.0,35.0,2.0175438596491233,0.40350877192982465
-9.482182,33.065414,LITH01212018-KA8158,35.0,40.0,2.0175438596491233,0.40350877192982465
-9.482182,33.065414,LITH01212018-KA8158,40.0,45.0,2.017543859649116,0.40350877192982326
-9.482182,33.065414,LITH01212018-KA8158,45.0,50.0,2.0175438596491233,0.40350877192982465
-9.482182,33.065414,LITH01212018-KA8158,50.0,55.0,2.0175438596491233,0.40350877192982465
-9.482182,33.065414,LITH01212018-KA8158,55.0,60.0,5.127017543859651,1.0254035087719302
-9.482182,33.065414,LITH01212018-KA8158,60.0,65.0,7.199999999999996,1.439999999999999
-9.482182,33.065414,LITH01212018-KA8158,65.0,70.0,7.200000000000003,1.4400000000000006
-9.482182,33.065414,LITH01212018-KA8158,70.0,75.0,7.200000000000003,1.4400000000000006
-9.482182,33.065414,LITH01212018-KA8158,75.0,80.0,7.200000000000003,1.4400000000000006
-9.482182,33.065414,LITH01212018-KA8158,80.0,85.0,7.165714285714287,1.4331428571428575
-9.482182,33.065414,LITH01212018-KA8158,85.0,90.0,7.142857142857139,1.4285714285714277
-9.482182,33.065414,LITH01212018-KA8158,90.0,95.0,7.142857142857139,1.4285714285714277
-9.482182,33.065414,LITH01212018-KA8158,95.0,100.0,7.142857142857153,1.4285714285714306
-9.482182,33.065414,LITH01212018-KA8158,100.0,105.0,7.142857142857139,1.4285714285714277
-9.482182,33.065414,LITH01212018-KA8158,105.0,110.0,7.142857142857139,1.4285714285714277
-9.482182,33.065414,LITH01212018-KA8158,110.0,115.0,7.142857142857139,1.4285714285714277
-9.482182,33.065414,LITH01212018-KA8158,115.0,120.0,2.5328185328185384,0.5065637065637076
-9.482182,33.065414,LITH01212018-KA8158,120.0,125.0,-0.5405405405405475,-0.10810810810810949
-9.482182,33.065414,LITH01212018-KA8158,125.0,130.0,-0.5405405405405332,-0.10810810810810664
-9.482182,33.065414,LITH01212018-KA8158,130.0,135.0,-0.5405405405405475,-0.10810810810810949
-9.482182,33.065414,LITH01212018-KA8158,135.0,140.0,-0.5405405405405332,-0.10810810810810664
-9.482182,33.065414,LITH01212018-KA8158,140.0,145.0,-0.5405405405405475,-0.10810810810810949
-9.482182,33.065414,LITH01212018-KA8158,145.0,150.0,-0.5405405405405332,-0.10810810810810664
-9.482182,33.065414,LITH01212018-KA8158,150.0,155.0,-0.5405405405405475,-0.10810810810810949
-9.482182,33.065414,LITH01212018-KA8158,155.0,160.0,-0.5405405405405332,-0.10810810810810664
-9.482182,33.065414,LITH01212018-KA8158,160.0,165.0,-0.5405405405405475,-0.10810810810810949
-9.482182,33.065414,LITH01212018-KA8158,165.0,170.0,-0.5405405405405332,-0.10810810810810664
-9.482182,33.065414,LITH01212018-KA8158,170.0,175.0,-0.5405405405405475,-0.10810810810810949
-9.482182,33.065414,LITH01212018-KA8158,175.0,180.0,-0.5405405405405332,-0.10810810810810664
-9.482182,33.065414,LITH01212018-KA8158,180.0,185.0,-0.5405405405405475,-0.10810810810810949
-9.482182,33.065414,LITH01212018-KA8158,185.0,190.0,-0.5405405405405332,-0.10810810810810664
-9.482182,33.065414,LITH01212018-KA8158,190.0,195.0,0.5255552582285219,0.10511105164570438
-9.482182,33.065414,LITH01212018-KA8158,195.0,200.0,0.7920792079207928,0.15841584158415856
-9.482182,33.065414,LITH01212018-KA8158,200.0,205.0,0.7920792079207928,0.15841584158415856
-9.482182,33.065414,LITH01212018-KA8158,205.0,210.0,0.7920792079207928,0.15841584158415856
-9.482182,33.065414,LITH01212018-KA8158,210.0,215.0,0.7920792079207928,0.15841584158415856
-9.482182,33.065414,LITH01212018-KA8158,215.0,220.0,0.7920792079207928,0.15841584158415856
-9.482182,33.065414,LITH01212018-KA8158,220.0,225.0,0.7920792079207928,0.15841584158415856
-9.482182,33.065414,LITH01212018-KA8158,225.0,230.0,0.7920792079207928,0.15841584158415856
-9.482182,33.065414,LITH01212018-KA8158,230.0,235.0,0.7920792079207928,0.15841584158415856
-9.482182,33.065414,LITH01212018-KA8158,235.0,240.0,0.7920792079207786,0.15841584158415573
-9.482182,33.065414,LITH01212018-KA8158,240.0,245.0,0.792079207920807,0.1584158415841614
-9.482182,33.065414,LITH01212018-KA8158,245.0,250.0,0.7920792079207786,0.15841584158415573
-9.482182,33.065414,LITH01212018-KA8158,250.0,255.0,0.792079207920807,0.1584158415841614
-9.482182,33.065414,LITH01212018-KA8158,255.0,260.0,0.7920792079207786,0.15841584158415573
-9.482182,33.065414,LITH01212018-KA8158,260.0,265.0,0.792079207920807,0.1584158415841614
-9.482182,33.065414,LITH01212018-KA8158,265.0,270.0,0.7920792079207786,0.15841584158415573
-9.482182,33.065414,LITH01212018-KA8158,270.0,275.0,0.792079207920807,0.1584158415841614
-9.482182,33.065414,LITH01212018-KA8158,275.0,280.0,0.7920792079207786,0.15841584158415573
-9.482182,33.065414,LITH01212018-KA8158,280.0,285.0,0.792079207920807,0.1584158415841614
-9.482182,33.065414,LITH01212018-KA8158,285.0,290.0,0.7920792079207786,0.15841584158415573
-9.482182,33.065414,LITH01212018-KA8158,290.0,295.0,1.0882602545968894,0.21765205091937787
-9.482182,33.065414,LITH01212018-KA8158,295.0,300.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,300.0,305.0,1.285714285714306,0.2571428571428612
-9.482182,33.065414,LITH01212018-KA8158,305.0,310.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,310.0,315.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,315.0,320.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,320.0,325.0,1.285714285714306,0.2571428571428612
-9.482182,33.065414,LITH01212018-KA8158,325.0,330.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,330.0,335.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,335.0,340.0,1.285714285714306,0.2571428571428612
-9.482182,33.065414,LITH01212018-KA8158,340.0,345.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,345.0,350.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,350.0,355.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,355.0,360.0,1.285714285714306,0.2571428571428612
-9.482182,33.065414,LITH01212018-KA8158,360.0,365.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,365.0,370.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,370.0,375.0,1.285714285714306,0.2571428571428612
-9.482182,33.065414,LITH01212018-KA8158,375.0,380.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,380.0,385.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,385.0,390.0,1.2857142857142776,0.2571428571428555
-9.482182,33.065414,LITH01212018-KA8158,390.0,395.0,1.285714285714306,0.2571428571428612
-9.976024,33.904217,LITH01212018-KA6408,0.0,5.0,3.928571428571427,0.7857142857142854
-9.976024,33.904217,LITH01212018-KA6408,5.0,10.0,3.9285714285714306,0.7857142857142861
-9.976024,33.904217,LITH01212018-KA6408,10.0,15.0,3.2792207792207755,0.6558441558441551
-9.976024,33.904217,LITH01212018-KA6408,15.0,20.0,0.681818181818187,0.1363636363636374
-9.976024,33.904217,LITH01212018-KA6408,20.0,25.0,0.6818181818181799,0.13636363636363596
-9.976024,33.904217,LITH01212018-KA6408,25.0,30.0,0.6818181818181799,0.13636363636363596
-9.976024,33.904217,LITH01212018-KA6408,30.0,35.0,0.6818181818181799,0.13636363636363596
-9.976024,33.904217,LITH01212018-KA6408,35.0,40.0,-0.10295260295259823,-0.020590520590519645
-9.976024,33.904217,LITH01212018-KA6408,40.0,45.0,-0.29914529914530164,-0.059829059829060324
-9.976024,33.904217,LITH01212018-KA6408,45.0,50.0,-0.29914529914529453,-0.05982905982905891
-9.976024,33.904217,LITH01212018-KA6408,50.0,55.0,-0.29914529914530164,-0.059829059829060324
-9.976024,33.904217,LITH01212018-KA6408,55.0,60.0,-0.29914529914530164,-0.059829059829060324
-9.976024,33.904217,LITH01212018-KA6408,60.0,65.0,-0.29914529914529453,-0.05982905982905891
-9.976024,33.904217,LITH01212018-KA6408,65.0,70.0,-0.29914529914530164,-0.059829059829060324
-9.976024,33.904217,LITH01212018-KA6408,70.0,75.0,-0.29914529914530164,-0.059829059829060324
-9.976024,33.904217,LITH01212018-KA6408,75.0,80.0,-0.29914529914529453,-0.05982905982905891
-9.976024,33.904217,LITH01212018-KA6408,80.0,85.0,-0.29914529914530164,-0.059829059829060324
-9.976024,33.904217,LITH01212018-KA6408,85.0,90.0,-0.29914529914530164,-0.059829059829060324
-9.976024,33.904217,LITH01212018-KA6408,90.0,95.0,-0.29914529914529453,-0.05982905982905891
-9.976024,33.904217,LITH01212018-KA6408,95.0,100.0,-0.29914529914530164,-0.059829059829060324
-9.976024,33.904217,LITH01212018-KA6408,100.0,105.0,-0.2991452991452981,-0.059829059829059617
-9.976024,33.904217,LITH01212018-KA6408,105.0,110.0,-0.2991452991452981,-0.059829059829059617
-9.976024,33.904217,LITH01212018-KA6408,110.0,115.0,-0.29914529914530164,-0.059829059829060324
-9.976024,33.904217,LITH01212018-KA6408,115.0,120.0,-0.2991452991452981,-0.059829059829059617
-9.976024,33.904217,LITH01212018-KA6408,120.0,125.0,-0.2991452991452981,-0.059829059829059617
-9.976024,33.904217,LITH01212018-KA6408,125.0,130.0,-0.29914529914530164,-0.059829059829060324
-9.976024,33.904217,LITH01212018-KA6408,130.0,135.0,-0.2991452991452981,-0.059829059829059617
-9.976024,33.904217,LITH01212018-KA6408,135.0,140.0,-0.2991452991452981,-0.059829059829059617
-9.976024,33.904217,LITH01212018-KA6408,140.0,145.0,-0.29914529914530164,-0.059829059829060324
-9.976024,33.904217,LITH01212018-KA6408,145.0,150.0,-0.2991452991452981,-0.059829059829059617
-9.976024,33.904217,LITH01212018-KA6408,150.0,155.0,-0.17948717948717885,-0.03589743589743577
-9.976024,33.904217,LITH01212018-KA6408,155.0,160.0,0.0,0.0
-9.976024,33.904217,LITH01212018-KA6408,160.0,165.0,0.0,0.0
-9.976024,33.904217,LITH01212018-KA6408,165.0,170.0,0.0,0.0
-9.976024,33.904217,LITH01212018-KA6408,170.0,175.0,0.0,0.0
-9.976024,33.904217,LITH01212018-KA6408,175.0,180.0,0.0,0.0
-9.976024,33.904217,LITH01212018-KA6408,180.0,185.0,0.0,0.0
-9.976024,33.904217,LITH01212018-KA6408,185.0,190.0,0.0,0.0
-9.976024,33.904217,LITH01212018-KA6408,190.0,195.0,0.0,0.0
-9.976024,33.904217,LITH01212018-KA6408,195.0,200.0,0.0,0.0
-9.976024,33.904217,LITH01212018-KA6408,200.0,205.0,0.0,0.0
-9.976024,33.904217,LITH01212018-KA6408,205.0,210.0,0.0,0.0
-9.976024,33.904217,LITH01212018-KA6408,210.0,215.0,1.0985915492957758,0.21971830985915516
-9.976024,33.904217,LITH01212018-KA6408,215.0,220.0,1.8309859154929562,0.36619718309859123
-9.976024,33.904217,LITH01212018-KA6408,220.0,225.0,1.8309859154929562,0.36619718309859123
-9.976024,33.904217,LITH01212018-KA6408,225.0,230.0,1.8309859154929597,0.36619718309859195
-9.976024,33.904217,LITH01212018-KA6408,230.0,235.0,1.8309859154929597,0.36619718309859195
-9.976024,33.904217,LITH01212018-KA6408,235.0,240.0,1.8309859154929526,0.3661971830985905
-9.976024,33.904217,LITH01212018-KA6408,240.0,245.0,1.8309859154929597,0.36619718309859195
-9.976024,33.904217,LITH01212018-KA6408,245.0,250.0,1.8309859154929597,0.36619718309859195
-9.976024,33.904217,LITH01212018-KA6408,250.0,255.0,1.8309859154929597,0.36619718309859195
-9.976024,33.904217,LITH01212018-KA6408,255.0,260.0,1.8309859154929597,0.36619718309859195
-9.976024,33.904217,LITH01212018-KA6408,260.0,265.0,1.8309859154929526,0.3661971830985905
-9.976024,33.904217,LITH01212018-KA6408,265.0,270.0,1.8309859154929597,0.36619718309859195
-9.976024,33.904217,LITH01212018-KA6408,270.0,275.0,1.8309859154929526,0.3661971830985905
-9.976024,33.904217,LITH01212018-KA6408,275.0,280.0,1.8309859154929597,0.36619718309859195
-9.976024,33.904217,LITH01212018-KA6408,280.0,285.0,1.4795439302481554,0.2959087860496311
-9.976024,33.904217,LITH01212018-KA6408,285.0,290.0,0.9523809523809561,0.19047619047619122
-9.976024,33.904217,LITH01212018-KA6408,290.0,295.0,0.952380952380949,0.1904761904761898
-9.976024,33.904217,LITH01212018-KA6408,295.0,300.0,0.9523809523809561,0.19047619047619122
-9.976024,33.904217,LITH01212018-KA6408,300.0,305.0,0.952380952380949,0.1904761904761898
-9.976024,33.904217,LITH01212018-KA6408,305.0,310.0,0.952380952380949,0.1904761904761898
-9.976024,33.904217,LITH01212018-KA6408,310.0,315.0,0.9523809523809561,0.19047619047619122
-9.976024,33.904217,LITH01212018-KA6408,315.0,320.0,0.9523809523809561,0.19047619047619122
-9.976024,33.904217,LITH01212018-KA6408,320.0,325.0,0.952380952380949,0.1904761904761898
-9.976024,33.904217,LITH01212018-KA6408,325.0,330.0,0.952380952380949,0.1904761904761898
-9.976024,33.904217,LITH01212018-KA6408,330.0,335.0,0.952380952380949,0.1904761904761898
-9.976024,33.904217,LITH01212018-KA6408,335.0,340.0,0.9523809523809632,0.19047619047619263
-9.976024,33.904217,LITH01212018-KA6408,340.0,345.0,0.952380952380949,0.1904761904761898
-9.976024,33.904217,LITH01212018-KA6408,345.0,350.0,0.952380952380949,0.1904761904761898
-9.976024,33.904217,LITH01212018-KA6408,350.0,355.0,0.952380952380949,0.1904761904761898
-9.976024,33.904217,LITH01212018-KA6408,355.0,360.0,0.9523809523809632,0.19047619047619263
-9.976024,33.904217,LITH01212018-KA6408,360.0,365.0,0.952380952380949,0.1904761904761898
-9.976024,33.904217,LITH01212018-KA6408,365.0,370.0,6.38095238095238,1.2761904761904759
-9.976024,33.904217,LITH01212018-KA6408,370.0,375.0,10.0,2.0
-9.976024,33.904217,LITH01212018-KA6408,375.0,380.0,10.0,2.0
-9.976024,33.904217,LITH01212018-KA6408,380.0,385.0,10.0,2.0
-9.976024,33.904217,LITH01212018-KA6408,385.0,390.0,10.0,2.0
-9.976024,33.904217,LITH01212018-KA6408,390.0,395.0,10.0,2.0
-15.351083,35.603916,LITH01212018-CH5,0.0,5.0,2.051282051282051,0.41025641025641024
-15.351083,35.603916,LITH01212018-CH5,5.0,10.0,2.051282051282051,0.41025641025641024
-15.351083,35.603916,LITH01212018-CH5,10.0,15.0,2.051282051282051,0.41025641025641024
-15.351083,35.603916,LITH01212018-CH5,15.0,20.0,2.051282051282051,0.41025641025641024
-15.351083,35.603916,LITH01212018-CH5,20.0,25.0,2.051282051282051,0.41025641025641024
-15.351083,35.603916,LITH01212018-CH5,25.0,30.0,2.051282051282051,0.41025641025641024
-15.351083,35.603916,LITH01212018-CH5,30.0,35.0,2.051282051282051,0.41025641025641024
-15.351083,35.603916,LITH01212018-CH5,35.0,40.0,2.1301560758082516,0.4260312151616503
-15.351083,35.603916,LITH01212018-CH5,40.0,45.0,2.4456521739130466,0.4891304347826093
-15.351083,35.603916,LITH01212018-CH5,45.0,50.0,2.4456521739130395,0.48913043478260787
-15.351083,35.603916,LITH01212018-CH5,50.0,55.0,2.4456521739130466,0.4891304347826093
-15.351083,35.603916,LITH01212018-CH5,55.0,60.0,2.4456521739130395,0.48913043478260787
-15.351083,35.603916,LITH01212018-CH5,60.0,65.0,2.4456521739130466,0.4891304347826093
-15.351083,35.603916,LITH01212018-CH5,65.0,70.0,2.4456521739130395,0.48913043478260787
-15.351083,35.603916,LITH01212018-CH5,70.0,75.0,2.4456521739130466,0.4891304347826093
-15.351083,35.603916,LITH01212018-CH5,75.0,80.0,2.4456521739130395,0.48913043478260787
-15.351083,35.603916,LITH01212018-CH5,80.0,85.0,2.4456521739130466,0.4891304347826093
-15.351083,35.603916,LITH01212018-CH5,85.0,90.0,2.4456521739130466,0.4891304347826093
